"term","gene"
"GO:0006314","SCEI"
"GO:0006397","SCEI"
"GO:0008380","SCEI"
"GO:0008150","Q0182"
"GO:0006123","COX2"
"GO:0009060","COX2"
"GO:0022900","COX2"
"GO:0022904","COX2"
"GO:1902600","COX2"
"GO:0008150","Q0255"
"GO:0006123","COX3"
"GO:0009060","COX3"
"GO:0019646","COX3"
"GO:0022904","COX3"
"GO:0045333","COX3"
"GO:1902600","COX3"
"GO:0008150","Q0297"
"GO:0006754","ATP19"
"GO:0006811","ATP19"
"GO:0015986","ATP19"
"GO:0065003","ATP19"
"GO:1902600","ATP19"
"GO:0075523","YDR034C-C"
"GO:0006278","YDR034C-D"
"GO:0006310","YDR034C-D"
"GO:0006508","YDR034C-D"
"GO:0015074","YDR034C-D"
"GO:0032196","YDR034C-D"
"GO:0071897","YDR034C-D"
"GO:0075523","YDR034C-D"
"GO:0032197","YGR109W-A"
"GO:0075523","YGR109W-A"
"GO:0006278","YGR109W-B"
"GO:0006310","YGR109W-B"
"GO:0006508","YGR109W-B"
"GO:0015074","YGR109W-B"
"GO:0071897","YGR109W-B"
"GO:0075523","YGR109W-B"
"GO:0015031","TIM8"
"GO:0045039","TIM8"
"GO:0075523","YOL103W-A"
"GO:0006278","YOL103W-B"
"GO:0006310","YOL103W-B"
"GO:0006508","YOL103W-B"
"GO:0015074","YOL103W-B"
"GO:0032196","YOL103W-B"
"GO:0071897","YOL103W-B"
"GO:0075523","YOL103W-B"
"GO:0075523","YOR142W-A"
"GO:0006278","YOR142W-B"
"GO:0006310","YOR142W-B"
"GO:0006508","YOR142W-B"
"GO:0015074","YOR142W-B"
"GO:0032196","YOR142W-B"
"GO:0071897","YOR142W-B"
"GO:0075523","YOR142W-B"
"GO:0075523","YOR192C-A"
"GO:0006278","YOR192C-B"
"GO:0006310","YOR192C-B"
"GO:0006508","YOR192C-B"
"GO:0015074","YOR192C-B"
"GO:0032196","YOR192C-B"
"GO:0071897","YOR192C-B"
"GO:0075523","YOR192C-B"
"GO:0075523","YOR343W-A"
"GO:0006278","YOR343W-B"
"GO:0006310","YOR343W-B"
"GO:0006508","YOR343W-B"
"GO:0015074","YOR343W-B"
"GO:0032196","YOR343W-B"
"GO:0071897","YOR343W-B"
"GO:0075523","YOR343W-B"
"GO:0075523","YPL257W-A"
"GO:0006278","YPL257W-B"
"GO:0006310","YPL257W-B"
"GO:0006508","YPL257W-B"
"GO:0015074","YPL257W-B"
"GO:0032196","YPL257W-B"
"GO:0071897","YPL257W-B"
"GO:0075523","YPL257W-B"
"GO:0075523","YPR137C-A"
"GO:0006278","YPR137C-B"
"GO:0006310","YPR137C-B"
"GO:0006508","YPR137C-B"
"GO:0015074","YPR137C-B"
"GO:0032196","YPR137C-B"
"GO:0071897","YPR137C-B"
"GO:0075523","YPR137C-B"
"GO:0075523","YPR158C-C"
"GO:0006278","YPR158C-D"
"GO:0006310","YPR158C-D"
"GO:0006508","YPR158C-D"
"GO:0015074","YPR158C-D"
"GO:0032196","YPR158C-D"
"GO:0071897","YPR158C-D"
"GO:0075523","YPR158C-D"
"GO:0075523","YPR158W-A"
"GO:0006278","YPR158W-B"
"GO:0006310","YPR158W-B"
"GO:0006508","YPR158W-B"
"GO:0015074","YPR158W-B"
"GO:0032196","YPR158W-B"
"GO:0071897","YPR158W-B"
"GO:0075523","YPR158W-B"
"GO:0075523","YGR161C-C"
"GO:0006278","YGR161C-D"
"GO:0006310","YGR161C-D"
"GO:0006508","YGR161C-D"
"GO:0015074","YGR161C-D"
"GO:0032196","YGR161C-D"
"GO:0071897","YGR161C-D"
"GO:0075523","YGR161C-D"
"GO:0075523","YGR161W-A"
"GO:0006278","YGR161W-B"
"GO:0006310","YGR161W-B"
"GO:0006508","YGR161W-B"
"GO:0015074","YGR161W-B"
"GO:0032196","YGR161W-B"
"GO:0071897","YGR161W-B"
"GO:0075523","YGR161W-B"
"GO:0075523","YHL009W-A"
"GO:0006278","YHL009W-B"
"GO:0006310","YHL009W-B"
"GO:0006508","YHL009W-B"
"GO:0015074","YHL009W-B"
"GO:0032196","YHL009W-B"
"GO:0071897","YHL009W-B"
"GO:0075523","YHL009W-B"
"GO:0075523","YLR157C-A"
"GO:0006278","YLR157C-B"
"GO:0006310","YLR157C-B"
"GO:0006508","YLR157C-B"
"GO:0015074","YLR157C-B"
"GO:0032196","YLR157C-B"
"GO:0071897","YLR157C-B"
"GO:0075523","YLR157C-B"
"GO:0075523","YLR227W-A"
"GO:0006278","YLR227W-B"
"GO:0006310","YLR227W-B"
"GO:0006508","YLR227W-B"
"GO:0015074","YLR227W-B"
"GO:0032196","YLR227W-B"
"GO:0071897","YLR227W-B"
"GO:0075523","YLR227W-B"
"GO:0075523","YLR256W-A"
"GO:0075523","YLR410W-A"
"GO:0006278","YLR410W-B"
"GO:0006310","YLR410W-B"
"GO:0006508","YLR410W-B"
"GO:0015074","YLR410W-B"
"GO:0032196","YLR410W-B"
"GO:0071897","YLR410W-B"
"GO:0075523","YLR410W-B"
"GO:0075523","YML045W-A"
"GO:0075523","YNL054W-A"
"GO:0006278","YNL054W-B"
"GO:0006310","YNL054W-B"
"GO:0006508","YNL054W-B"
"GO:0015074","YNL054W-B"
"GO:0032196","YNL054W-B"
"GO:0071897","YNL054W-B"
"GO:0075523","YNL054W-B"
"GO:0075523","YNL284C-A"
"GO:0006278","YNL284C-B"
"GO:0006310","YNL284C-B"
"GO:0006508","YNL284C-B"
"GO:0015074","YNL284C-B"
"GO:0032196","YNL284C-B"
"GO:0071897","YNL284C-B"
"GO:0075523","YNL284C-B"
"GO:0006278","YPL060C-A"
"GO:0006310","YPL060C-A"
"GO:0006508","YPL060C-A"
"GO:0015074","YPL060C-A"
"GO:0032196","YPL060C-A"
"GO:0071897","YPL060C-A"
"GO:0075523","YDR098C-A"
"GO:0006278","YDR098C-B"
"GO:0006310","YDR098C-B"
"GO:0006508","YDR098C-B"
"GO:0015074","YDR098C-B"
"GO:0032196","YDR098C-B"
"GO:0071897","YDR098C-B"
"GO:0075523","YDR098C-B"
"GO:0075523","YDR210W-A"
"GO:0006278","YDR210W-B"
"GO:0006310","YDR210W-B"
"GO:0006508","YDR210W-B"
"GO:0015074","YDR210W-B"
"GO:0032196","YDR210W-B"
"GO:0071897","YDR210W-B"
"GO:0075523","YDR210W-B"
"GO:0075523","YDR261C-C"
"GO:0006278","YDR261C-D"
"GO:0006310","YDR261C-D"
"GO:0006508","YDR261C-D"
"GO:0015074","YDR261C-D"
"GO:0032196","YDR261C-D"
"GO:0071897","YDR261C-D"
"GO:0075523","YDR261C-D"
"GO:0075523","YDR261W-A"
"GO:0006278","YDR261W-B"
"GO:0006310","YDR261W-B"
"GO:0006508","YDR261W-B"
"GO:0015074","YDR261W-B"
"GO:0032196","YDR261W-B"
"GO:0071897","YDR261W-B"
"GO:0075523","YDR261W-B"
"GO:0075523","YDR316W-A"
"GO:0006278","YDR316W-B"
"GO:0006310","YDR316W-B"
"GO:0006508","YDR316W-B"
"GO:0015074","YDR316W-B"
"GO:0032196","YDR316W-B"
"GO:0071897","YDR316W-B"
"GO:0075523","YDR316W-B"
"GO:0075523","YDR365W-A"
"GO:0006278","YDR365W-B"
"GO:0006310","YDR365W-B"
"GO:0006508","YDR365W-B"
"GO:0015074","YDR365W-B"
"GO:0032196","YDR365W-B"
"GO:0071897","YDR365W-B"
"GO:0075523","YDR365W-B"
"GO:0075523","YER137C-A"
"GO:0075523","YER159C-A"
"GO:0075523","YFL002W-B"
"GO:0075523","YGR027W-A"
"GO:0006278","YGR027W-B"
"GO:0006310","YGR027W-B"
"GO:0006508","YGR027W-B"
"GO:0015074","YGR027W-B"
"GO:0032196","YGR027W-B"
"GO:0071897","YGR027W-B"
"GO:0075523","YGR027W-B"
"GO:0075523","YGR038C-A"
"GO:0006278","YGR038C-B"
"GO:0006310","YGR038C-B"
"GO:0006508","YGR038C-B"
"GO:0015074","YGR038C-B"
"GO:0032196","YGR038C-B"
"GO:0071897","YGR038C-B"
"GO:0075523","YGR038C-B"
"GO:0075523","YDR210C-C"
"GO:0006278","YDR210C-D"
"GO:0006310","YDR210C-D"
"GO:0006508","YDR210C-D"
"GO:0015074","YDR210C-D"
"GO:0032196","YDR210C-D"
"GO:0071897","YDR210C-D"
"GO:0075523","YDR210C-D"
"GO:0075523","YHR214C-C"
"GO:0000454","NOP10"
"GO:0001522","NOP10"
"GO:0006364","NOP10"
"GO:0031118","NOP10"
"GO:0031120","NOP10"
"GO:0042254","NOP10"
"GO:0000077","HUG1"
"GO:0006281","HUG1"
"GO:0006974","HUG1"
"GO:0033108","CMC2"
"GO:0033617","CMC2"
"GO:0034605","IGO2"
"GO:1900152","IGO2"
"GO:1901992","IGO2"
"GO:1903452","IGO2"
"GO:0006629","TSC3"
"GO:0006665","TSC3"
"GO:0006666","TSC3"
"GO:0090154","TSC3"
"GO:0090156","TSC3"
"GO:0008150","YBR085C-A"
"GO:0008150","YER053C-A"
"GO:0008150","NCW1"
"GO:0008150","EGO4"
"GO:0000722","YRF1-8"
"GO:0008150","YRF1-8"
"GO:0097753","MIC10"
"GO:0042407","MIC10"
"GO:0008150","HBN1"
"GO:0034599","HBN1"
"GO:0008150","YCL021W-A"
"GO:0006879","BOL1"
"GO:0016226","BOL1"
"GO:0044572","BOL1"
"GO:0051604","BOL1"
"GO:0002098","KTI11"
"GO:0002926","KTI11"
"GO:0008033","KTI11"
"GO:0017183","KTI11"
"GO:0000282","BUD25"
"GO:0006974","BUD25"
"GO:0008150","YBL029C-A"
"GO:0008150","PAU9"
"GO:0007059","DAD3"
"GO:0008608","DAD3"
"GO:0031116","DAD3"
"GO:0051301","DAD3"
"GO:0051987","DAD3"
"GO:1990758","DAD3"
"GO:1990976","DAD3"
"GO:0008150","YCL001W-B"
"GO:0016070","YCL001W-B"
"GO:0070481","YCL001W-B"
"GO:0070966","YCL001W-B"
"GO:0071025","YCL001W-B"
"GO:0008150","YDL159W-A"
"GO:0006281","TFB5"
"GO:0006289","TFB5"
"GO:0006366","TFB5"
"GO:0006367","TFB5"
"GO:0006974","TFB5"
"GO:0007059","DAD4"
"GO:0008608","DAD4"
"GO:0031116","DAD4"
"GO:0051301","DAD4"
"GO:0051987","DAD4"
"GO:1990758","DAD4"
"GO:1990976","DAD4"
"GO:0016226","SDH6"
"GO:0034553","SDH6"
"GO:0008150","YFR012W-A"
"GO:0008150","YGL258W-A"
"GO:0000321","EFG1"
"GO:0000462","EFG1"
"GO:0006364","EFG1"
"GO:0071027","EFG1"
"GO:0008150","YJL052C-A"
"GO:0033617","COA3"
"GO:0050821","COA3"
"GO:0070130","COA3"
"GO:0008150","MCO12"
"GO:0008150","YKL106C-A"
"GO:0015031","MIM2"
"GO:0045040","MIM2"
"GO:0070096","MIM2"
"GO:0008150","YLR363W-A"
"GO:0008150","MIN4"
"GO:0008150","YNL162W-A"
"GO:0006281","MHF1"
"GO:0006974","MHF1"
"GO:0007059","MHF1"
"GO:0008150","YOL159C-A"
"GO:0008150","RCF3"
"GO:0033617","COI1"
"GO:0034551","COI1"
"GO:0097250","COI1"
"GO:0006888","YOS1"
"GO:0015031","YOS1"
"GO:0016192","YOS1"
"GO:0007059","HSK3"
"GO:0008608","HSK3"
"GO:0031116","HSK3"
"GO:0051301","HSK3"
"GO:0051987","HSK3"
"GO:1990758","HSK3"
"GO:1990976","HSK3"
"GO:0043457","TAR1"
"GO:0006506","ERI1"
"GO:0007265","ERI1"
"GO:0031505","ERI1"
"GO:0030435","SPO24"
"GO:0030437","SPO24"
"GO:0006886","SLO1"
"GO:0000032","VMA9"
"GO:0006811","VMA9"
"GO:0007035","VMA9"
"GO:0048388","VMA9"
"GO:0055085","VMA9"
"GO:0061795","VMA9"
"GO:0065003","VMA9"
"GO:1902600","VMA9"
"GO:0000245","YSF3"
"GO:0000398","YSF3"
"GO:0006397","YSF3"
"GO:0008380","YSF3"
"GO:1903241","YSF3"
"GO:0000973","SUS1"
"GO:0006325","SUS1"
"GO:0006357","SUS1"
"GO:0006368","SUS1"
"GO:0006406","SUS1"
"GO:0015031","SUS1"
"GO:0016973","SUS1"
"GO:0032880","SUS1"
"GO:0045893","SUS1"
"GO:0045944","SUS1"
"GO:0051028","SUS1"
"GO:0071028","SUS1"
"GO:0000266","ATG44"
"GO:0000423","ATG44"
"GO:0006914","ATG44"
"GO:0000722","PCC1"
"GO:0000723","PCC1"
"GO:0002949","PCC1"
"GO:0008033","PCC1"
"GO:0045944","PCC1"
"GO:0070525","PCC1"
"GO:0071444","PCC1"
"GO:1990145","PCC1"
"GO:0009311","LLP1"
"GO:0008150","CMC4"
"GO:0007035","YPR170W-B"
"GO:0008150","YPR170W-B"
"GO:0048388","YPR170W-B"
"GO:0061795","YPR170W-B"
"GO:1902600","YPR170W-B"
"GO:0008150","YOR072W-B"
"GO:0008150","MIN6"
"GO:0000122","ADF1"
"GO:0000750","ADF1"
"GO:0016237","EGO2"
"GO:0032008","EGO2"
"GO:0038202","EGO2"
"GO:0072665","EGO2"
"GO:0006281","MHF2"
"GO:0006974","MHF2"
"GO:0007059","MHF2"
"GO:0051382","MHF2"
"GO:0002182","LSO2"
"GO:0006879","LSO2"
"GO:0031670","LSO2"
"GO:0141014","LSO2"
"GO:0007008","MCO6"
"GO:0070096","MCO6"
"GO:0006879","LSO1"
"GO:0008150","YKL068W-A"
"GO:0008150","DPA10"
"GO:0055074","MCO10"
"GO:0033617","COA2"
"GO:0008150","YBL008W-A"
"GO:0008150","YBR072C-A"
"GO:0008150","YBR196C-A"
"GO:0008150","YBR200W-A"
"GO:0008150","YCR108C"
"GO:0008150","YDL022C-A"
"GO:0008150","YDR169C-A"
"GO:0008150","YDR182W-A"
"GO:0008150","YDR194W-A"
"GO:0008150","YDR246W-A"
"GO:0008150","YER078W-A"
"GO:0008150","YFL041W-A"
"GO:0008150","YGL041C-B"
"GO:0008150","YGR121W-A"
"GO:0008150","YGR240C-A"
"GO:0008150","YHR086W-A"
"GO:0008150","YHR175W-A"
"GO:0008150","YIL134C-A"
"GO:0008150","YJR151W-A"
"GO:0008150","YKL183C-A"
"GO:0008150","YLL006W-A"
"GO:0008150","YLR154C-G"
"GO:0008150","YLR154C-H"
"GO:0008150","YLR156C-A"
"GO:0008150","YLR157C-C"
"GO:0008150","YLR159C-A"
"GO:0008150","RRT15"
"GO:0008150","YLR285C-A"
"GO:0008150","YLR342W-A"
"GO:0008150","YLR412C-A"
"GO:0008150","YML054C-A"
"GO:0008150","YMR030W-A"
"GO:0008150","YMR230W-A"
"GO:0008150","DGR1"
"GO:0008150","YOL164W-A"
"GO:0008150","YOR011W-A"
"GO:0008150","YOR316C-A"
"GO:0008150","YOR376W-A"
"GO:0008150","YOR381W-A"
"GO:0008150","YPL038W-A"
"GO:0008150","YPR108W-A"
"GO:0008150","YAL067W-A"
"GO:0008150","YAR035C-A"
"GO:0008150","YBL071C-B"
"GO:0008150","YBL100W-C"
"GO:0008150","MEO1"
"GO:0008150","YBR182C-A"
"GO:0031397","TYC1"
"GO:0008150","YBR298C-A"
"GO:0008150","YEL077W-A"
"GO:0008150","YER175W-A"
"GO:0008150","YER190C-B"
"GO:0008150","MIN10"
"GO:0008150","YGL007C-A"
"GO:0008150","YGL188C-A"
"GO:0042546","NAG1"
"GO:0071555","NAG1"
"GO:0008150","YGR146C-A"
"GO:0008150","YGR174W-A"
"GO:0008150","YGR204C-A"
"GO:0008150","YGR296C-B"
"GO:0008150","YHR022C-A"
"GO:0008150","YHR212W-A"
"GO:0008150","YHR213W-A"
"GO:0008150","YHR213W-B"
"GO:0008150","YHR214C-D"
"GO:0008150","YHR214C-E"
"GO:0008150","YIL105W-A"
"GO:0008150","YJL077W-A"
"GO:0008150","YJL077W-B"
"GO:0008150","YKL096C-B"
"GO:0008150","YLL066W-A"
"GO:0008150","YLL066W-B"
"GO:0008150","YLL067W-A"
"GO:0008150","YLR157W-D"
"GO:0008150","YLR157W-E"
"GO:0008150","YLR406C-A"
"GO:0008150","YML100W-A"
"GO:0008150","YMR001C-A"
"GO:0008150","YMR105W-A"
"GO:0008150","MIN3"
"GO:0008150","YMR242W-A"
"GO:0008150","YMR272W-B"
"GO:0008150","YMR315W-A"
"GO:1902986","PLS1"
"GO:0008150","YNR075C-A"
"GO:0008150","YOL019W-A"
"GO:0008150","YOL166W-A"
"GO:0008150","YOR032W-A"
"GO:0008150","YOR161C-C"
"GO:0008150","YOR394C-A"
"GO:0008150","YPL152W-A"
"GO:0008150","YPL283W-B"
"GO:0008150","YPR159C-A"
"GO:0008150","YPR204C-A"
"GO:0008150","YAL037C-A"
"GO:0008150","MNC1"
"GO:0008150","YDR524C-B"
"GO:0008150","YDR524W-C"
"GO:0008150","YEL009C-A"
"GO:0008150","FMP49"
"GO:0008150","YER145C-A"
"GO:0008150","YER188C-A"
"GO:0008150","YGL006W-A"
"GO:0008150","YJL047C-A"
"GO:0008150","DPI8"
"GO:0008150","YJL136W-A"
"GO:0008150","YLR264C-A"
"GO:0008150","YNL067W-B"
"GO:0008150","YOL013W-A"
"GO:0008150","YOL038C-A"
"GO:0008150","YAL063C-A"
"GO:0008150","YBL039C-A"
"GO:0008150","YBR121C-A"
"GO:0008150","YBR196C-B"
"GO:0008150","YBR221W-A"
"GO:0008150","YCR024C-B"
"GO:0008150","YDR003W-A"
"GO:0008150","YDR118W-A"
"GO:0008150","YDR320W-B"
"GO:0008150","YDR371C-A"
"GO:0008150","YFR009W-A"
"GO:0008150","YFR010W-A"
"GO:0008150","YGL014C-A"
"GO:0008150","DPC13"
"GO:0008150","YGR035W-A"
"GO:0008150","YHL015W-A"
"GO:0008150","YHL048C-A"
"GO:0008150","YHR007C-A"
"GO:0008150","YHR032W-A"
"GO:0008150","YHR050W-A"
"GO:0008150","YHR073C-B"
"GO:0008150","YHR073W-A"
"GO:0008150","CMI7"
"GO:0008150","YIL046W-A"
"GO:0008150","YIR018C-A"
"GO:0008150","YIR021W-A"
"GO:0008150","YJL197C-A"
"GO:0008150","YKL100W-A"
"GO:0008150","YKL145W-A"
"GO:0008150","YLR163W-A"
"GO:0008150","YLR361C-A"
"GO:0008150","YLR364C-A"
"GO:0008150","YMR013C-A"
"GO:0008150","YMR175W-A"
"GO:0008150","YMR247W-A"
"GO:0008150","YNL042W-B"
"GO:0008150","YNL146C-A"
"GO:0008150","YNL277W-A"
"GO:0008150","YOL083C-A"
"GO:0008150","YOL097W-A"
"GO:0008150","YOL155W-A"
"GO:0008150","YOR034C-A"
"GO:0008150","YOR192C-C"
"GO:0008150","YOR293C-A"
"GO:0008150","YPL119C-A"
"GO:0008150","YPR160W-A"
"GO:0006310","FLP1"
"GO:0015074","FLP1"
"GO:0042150","FLP1"
"GO:0006276","RAF1"
"GO:0030541","RAF1"
"GO:0008104","REP1"
"GO:0030541","REP1"
"GO:0030543","REP1"
"GO:0030541","REP2"
"GO:0030543","REP2"
"GO:0050821","REP2"
"GO:0007059","NBL1"
"GO:0031134","NBL1"
"GO:0051316","NBL1"
"GO:0090267","NBL1"
"GO:0008150","YCL012C"
"GO:0008150","COQ21"
"GO:0008150","YCR095W-A"
"GO:0008150","YER090C-A"
"GO:0008150","YGR161W-C"
"GO:0008150","MIN7"
"GO:0008150","YGL194C-A"
"GO:0008150","YCL048W-A"
"GO:0008150","CMI8"
"GO:0007059","WIP1"
"GO:0008150","COX26"
"GO:0008150","YDL007C-A"
"GO:0008150","MIN9"
"GO:0008150","DPC7"
"GO:0008150","YLR146W-A"
"GO:0180047","DPM2"
"GO:0008150","YPR145C-A"
"GO:0006281","HED1"
"GO:0006310","HED1"
"GO:0006974","HED1"
"GO:0007130","HED1"
"GO:0045950","HED1"
"GO:0051321","HED1"
"GO:1903873","HED1"
"GO:0031333","MRA1"
"GO:0008150","RDT1"
"GO:0071470","YJR107C-A"
"GO:0048203","CPX-532"
"GO:0048203","CPX-533"
"GO:0006886","CPX-534"
"GO:0006886","CPX-535"
"GO:0006896","CPX-535"
"GO:0031670","CPX-536"
"GO:0045894","CPX-575"
"GO:0000122","CPX-576"
"GO:0010570","CPX-576"
"GO:0006396","CPX-599"
"GO:0006401","CPX-599"
"GO:0006396","CPX-603"
"GO:0006401","CPX-603"
"GO:0000122","CPX-684"
"GO:0007532","CPX-684"
"GO:0000122","CPX-692"
"GO:0007532","CPX-692"
"GO:0045944","CPX-693"
"GO:0046579","CPX-695"
"GO:0007030","CPX-1125"
"GO:1902410","CPX-1140"
"GO:0045892","CPX-1141"
"GO:0000055","CPX-1142"
"GO:0000056","CPX-1142"
"GO:0006406","CPX-1142"
"GO:0006359","CPX-1143"
"GO:0070898","CPX-1143"
"GO:0006355","CPX-1149"
"GO:0006367","CPX-1149"
"GO:0051123","CPX-1149"
"GO:0006338","CPX-1150"
"GO:0006357","CPX-1150"
"GO:0006526","CPX-1151"
"GO:0045944","CPX-1152"
"GO:0007032","CPX-1153"
"GO:0032880","CPX-1153"
"GO:0006744","CPX-1155"
"GO:0008608","CPX-1156"
"GO:0006334","CPX-1157"
"GO:0006334","CPX-1165"
"GO:0031507","CPX-1166"
"GO:0006275","CPX-1167"
"GO:0000132","CPX-1178"
"GO:0006898","CPX-1178"
"GO:0040001","CPX-1178"
"GO:0000956","CPX-1179"
"GO:0000956","CPX-1185"
"GO:0033314","CPX-1188"
"GO:1903466","CPX-1188"
"GO:0006974","CPX-1189"
"GO:0061635","CPX-1189"
"GO:0006511","CPX-1190"
"GO:0016567","CPX-1190"
"GO:0006511","CPX-1191"
"GO:0009411","CPX-1191"
"GO:0070911","CPX-1191"
"GO:0048388","CPX-1192"
"GO:0061795","CPX-1192"
"GO:1902600","CPX-1192"
"GO:0007035","CPX-1193"
"GO:1902600","CPX-1193"
"GO:0010506","CPX-1197"
"GO:0070262","CPX-1197"
"GO:0071444","CPX-1197"
"GO:1901525","CPX-1197"
"GO:1903939","CPX-1197"
"GO:0007010","CPX-1198"
"GO:0010968","CPX-1198"
"GO:0006110","CPX-1200"
"GO:0060963","CPX-1200"
"GO:0070681","CPX-416"
"GO:0000271","CPX-417"
"GO:0006491","CPX-417"
"GO:0070880","CPX-417"
"GO:0060566","CPX-418"
"GO:0006414","CPX-425"
"GO:0006897","CPX-426"
"GO:0071555","CPX-426"
"GO:0006413","CPX-427"
"GO:0006413","CPX-429"
"GO:0006446","CPX-429"
"GO:0006413","CPX-430"
"GO:0006446","CPX-430"
"GO:0006413","CPX-431"
"GO:0006446","CPX-431"
"GO:0006415","CPX-435"
"GO:0032790","CPX-465"
"GO:0045948","CPX-465"
"GO:0070966","CPX-465"
"GO:0072344","CPX-465"
"GO:0000290","CPX-112"
"GO:0006334","CPX-124"
"GO:1902275","CPX-124"
"GO:0042407","CPX-140"
"GO:0007094","CPX-154"
"GO:1990626","CPX-161"
"GO:1990627","CPX-161"
"GO:0043048","CPX-162"
"GO:0043048","CPX-166"
"GO:0042762","CPX-999"
"GO:0045944","CPX-999"
"GO:0042762","CPX-1015"
"GO:0045944","CPX-1015"
"GO:0042762","CPX-1016"
"GO:0045944","CPX-1016"
"GO:0045332","CPX-1018"
"GO:0045332","CPX-1021"
"GO:0045332","CPX-1022"
"GO:0045332","CPX-1026"
"GO:0034204","CPX-1028"
"GO:0098629","CPX-1028"
"GO:0000435","CPX-1042"
"GO:0006012","CPX-1042"
"GO:0000435","CPX-1043"
"GO:0006012","CPX-1043"
"GO:0000431","CPX-1044"
"GO:0006012","CPX-1044"
"GO:0006890","CPX-1045"
"GO:0070476","CPX-1047"
"GO:0002098","CPX-1052"
"GO:0030846","CPX-1053"
"GO:0051170","CPX-1068"
"GO:0000724","CPX-1071"
"GO:0006278","CPX-1091"
"GO:0042276","CPX-1091"
"GO:0071897","CPX-1556"
"GO:0002181","CPX-1599"
"GO:0006417","CPX-1599"
"GO:0002181","CPX-1601"
"GO:0006417","CPX-1601"
"GO:0006417","CPX-1602"
"GO:0032543","CPX-1602"
"GO:0006417","CPX-1603"
"GO:0032543","CPX-1603"
"GO:0030490","CPX-1604"
"GO:0042274","CPX-1606"
"GO:2000232","CPX-1606"
"GO:0006325","CPX-1610"
"GO:0006325","CPX-1611"
"GO:0006325","CPX-1612"
"GO:0006325","CPX-1613"
"GO:0006355","CPX-1613"
"GO:0006325","CPX-1614"
"GO:0006355","CPX-1614"
"GO:0048268","CPX-1616"
"GO:0043161","CPX-301"
"GO:0006850","CPX-302"
"GO:0006850","CPX-303"
"GO:0006644","CPX-307"
"GO:0015914","CPX-307"
"GO:0006751","CPX-325"
"GO:0006914","CPX-334"
"GO:0006997","CPX-334"
"GO:0031468","CPX-334"
"GO:0036258","CPX-334"
"GO:0061764","CPX-334"
"GO:0061952","CPX-334"
"GO:0071985","CPX-334"
"GO:0090148","CPX-334"
"GO:0097352","CPX-334"
"GO:0000086","CPX-335"
"GO:0000086","CPX-336"
"GO:0000086","CPX-337"
"GO:0006355","CPX-339"
"GO:1902806","CPX-342"
"GO:0000045","CPX-361"
"GO:0016236","CPX-361"
"GO:0034551","CPX-384"
"GO:0050821","CPX-384"
"GO:0016226","CPX-385"
"GO:0016226","CPX-386"
"GO:0034599","CPX-386"
"GO:0016226","CPX-392"
"GO:0015937","CPX-393"
"GO:0015937","CPX-396"
"GO:0006914","CPX-397"
"GO:0030447","CPX-231"
"GO:2000217","CPX-231"
"GO:0000462","CPX-242"
"GO:0006260","CPX-297"
"GO:0120010","CPX-1319"
"GO:0036503","CPX-1320"
"GO:0006282","CPX-1322"
"GO:2000002","CPX-1322"
"GO:0036503","CPX-1323"
"GO:0000372","CPX-1331"
"GO:0006397","CPX-1331"
"GO:1904595","CPX-1332"
"GO:0006338","CPX-1333"
"GO:0090148","CPX-1335"
"GO:0030100","CPX-1335"
"GO:0060988","CPX-1335"
"GO:0097320","CPX-1335"
"GO:1902104","CPX-1340"
"GO:0006886","CPX-1341"
"GO:0090110","CPX-1341"
"GO:0006338","CPX-1342"
"GO:0006974","CPX-1342"
"GO:0009267","CPX-1342"
"GO:0045835","CPX-1342"
"GO:0034315","CPX-1344"
"GO:2000001","CPX-1355"
"GO:0000736","CPX-1362"
"GO:0000736","CPX-1363"
"GO:0000724","CPX-1364"
"GO:0032204","CPX-1364"
"GO:0051304","CPX-1364"
"GO:0140588","CPX-1364"
"GO:0006886","CPX-1365"
"GO:0006893","CPX-1365"
"GO:0006906","CPX-1365"
"GO:0048210","CPX-1365"
"GO:0099500","CPX-1365"
"GO:0006886","CPX-1369"
"GO:0006893","CPX-1369"
"GO:0048210","CPX-1369"
"GO:0099500","CPX-1369"
"GO:0006543","CPX-1370"
"GO:0042823","CPX-1370"
"GO:0006338","CPX-1372"
"GO:0006355","CPX-1372"
"GO:0006979","CPX-1372"
"GO:0006886","CPX-1377"
"GO:0042147","CPX-1377"
"GO:0006886","CPX-1378"
"GO:0016236","CPX-1378"
"GO:0042147","CPX-1378"
"GO:0006099","CPX-1379"
"GO:1901289","CPX-1379"
"GO:0031929","CPX-1380"
"GO:0006629","CPX-1381"
"GO:0034727","CPX-1381"
"GO:0031929","CPX-1382"
"GO:0016236","CPX-1383"
"GO:0006338","CPX-1384"
"GO:0006357","CPX-1384"
"GO:0030174","CPX-1384"
"GO:0043937","CPX-1384"
"GO:0007129","CPX-1386"
"GO:0016925","CPX-1386"
"GO:0035825","CPX-1386"
"GO:0090173","CPX-1386"
"GO:0007129","CPX-1387"
"GO:0007131","CPX-1387"
"GO:0035825","CPX-1387"
"GO:0007130","CPX-1407"
"GO:0034089","CPX-1408"
"GO:0030490","CPX-1409"
"GO:0030490","CPX-1410"
"GO:0034063","CPX-1412"
"GO:0034517","CPX-1412"
"GO:0060628","CPX-1412"
"GO:1901525","CPX-1412"
"GO:2000156","CPX-1412"
"GO:0032511","CPX-1413"
