"term","gene"
"GO:0036010","YPT35"
"GO:0072657","YPT35"
"GO:0019430","TRR2"
"GO:0034599","TRR2"
"GO:0000281","CDC12"
"GO:0000920","CDC12"
"GO:0000921","CDC12"
"GO:0001934","CDC12"
"GO:0030011","CDC12"
"GO:0032186","CDC12"
"GO:0051301","CDC12"
"GO:1903475","CDC12"
"GO:0006886","GGA2"
"GO:0006895","GGA2"
"GO:0006896","GGA2"
"GO:0015031","GGA2"
"GO:0016192","GGA2"
"GO:0043328","GGA2"
"GO:0006338","CTM1"
"GO:0018022","CTM1"
"GO:0032259","CTM1"
"GO:0006888","ERP5"
"GO:0015031","ERP5"
"GO:0016192","ERP5"
"GO:0001403","UBA4"
"GO:0002098","UBA4"
"GO:0002143","UBA4"
"GO:0007114","UBA4"
"GO:0008033","UBA4"
"GO:0032447","UBA4"
"GO:0034227","UBA4"
"GO:0034599","UBA4"
"GO:2000220","UBA4"
"GO:0019346","YHR112C"
"GO:0006508","APE4"
"GO:0006897","BZZ1"
"GO:0007015","BZZ1"
"GO:0009651","BZZ1"
"GO:0045010","BZZ1"
"GO:0000132","DMA1"
"GO:0000921","DMA1"
"GO:0006511","DMA1"
"GO:0016567","DMA1"
"GO:0031578","DMA1"
"GO:0032186","DMA1"
"GO:0051301","DMA1"
"GO:0051865","DMA1"
"GO:0090337","DMA1"
"GO:0097271","DMA1"
"GO:0033108","COX23"
"GO:0033617","COX23"
"GO:0006260","ORC6"
"GO:0006267","ORC6"
"GO:0006270","ORC6"
"GO:0030466","ORC6"
"GO:0000122","SET1"
"GO:0000183","SET1"
"GO:0000723","SET1"
"GO:0006325","SET1"
"GO:0006357","SET1"
"GO:0006479","SET1"
"GO:0007130","SET1"
"GO:0010629","SET1"
"GO:0030437","SET1"
"GO:0030466","SET1"
"GO:0031509","SET1"
"GO:0032259","SET1"
"GO:0033554","SET1"
"GO:0042138","SET1"
"GO:0045944","SET1"
"GO:0055092","SET1"
"GO:1902275","SET1"
"GO:1903341","SET1"
"GO:1905088","SET1"
"GO:0006259","MSH1"
"GO:0006281","MSH1"
"GO:0006298","MSH1"
"GO:0006974","MSH1"
"GO:0007005","MSH1"
"GO:0043504","MSH1"
"GO:0016070","LSM12"
"GO:0007059","CIA2"
"GO:0016226","CIA2"
"GO:0051604","CIA2"
"GO:0006629","EPT1"
"GO:0006646","EPT1"
"GO:0006656","EPT1"
"GO:0006657","EPT1"
"GO:0008654","EPT1"
"GO:0006355","NDT80"
"GO:0043934","NDT80"
"GO:0045944","NDT80"
"GO:0051301","NDT80"
"GO:0051321","NDT80"
"GO:0008150","YHR125W"
"GO:0008150","ANS1"
"GO:0000022","YHS7"
"GO:0008655","FUR1"
"GO:0044206","FUR1"
"GO:0000132","ARP1"
"GO:0007097","ARP1"
"GO:0030048","ARP1"
"GO:0031578","ARP1"
"GO:0008150","YHR130C"
"GO:0008150","YHR131C"
"GO:0006508","ECM14"
"GO:0071555","ECM14"
"GO:0016126","NSG1"
"GO:0006508","WSS1"
"GO:0006974","WSS1"
"GO:0016925","WSS1"
"GO:0019985","WSS1"
"GO:0036205","WSS1"
"GO:0106300","WSS1"
"GO:1990414","WSS1"
"GO:0000282","YCK1"
"GO:0000902","YCK1"
"GO:0009749","YCK1"
"GO:0010255","YCK1"
"GO:2000397","YCK1"
"GO:0006623","SPL2"
"GO:0006571","ARO9"
"GO:0009072","ARO9"
"GO:0009094","ARO9"
"GO:0019509","ARO9"
"GO:0097053","ARO9"
"GO:0042144","YHR138C"
"GO:0030435","SPS100"
"GO:0030476","SPS100"
"GO:0008150","YHR140W"
"GO:0002181","RPL42B"
"GO:0006412","RPL42B"
"GO:0046677","RPL42B"
"GO:0046898","RPL42B"
"GO:0006031","CHS7"
"GO:0006457","CHS7"
"GO:0006888","CHS7"
"GO:0015031","CHS7"
"GO:0071555","CHS7"
"GO:0001172","RPC10"
"GO:0006351","RPC10"
"GO:0006360","RPC10"
"GO:0006361","RPC10"
"GO:0006362","RPC10"
"GO:0006363","RPC10"
"GO:0006366","RPC10"
"GO:0006367","RPC10"
"GO:0006368","RPC10"
"GO:0006383","RPC10"
"GO:0006384","RPC10"
"GO:0006386","RPC10"
"GO:0042254","RPC10"
"GO:0042790","RPC10"
"GO:0042797","RPC10"
"GO:0000920","DSE2"
"GO:0007124","DSE2"
"GO:0071555","DSE2"
"GO:0006139","DCD1"
"GO:0006226","DCD1"
"GO:0006231","DCD1"
"GO:0009165","DCD1"
"GO:0008150","CRP1"
"GO:0006412","MRPL6"
"GO:0032543","MRPL6"
"GO:0006364","IMP3"
"GO:0030490","IMP3"
"GO:0034337","IMP3"
"GO:0042254","IMP3"
"GO:0042274","IMP3"
"GO:1902413","SKG6"
"GO:0007031","PEX28"
"GO:0071464","MTC6"
"GO:0007127","SPO12"
"GO:0030435","SPO12"
"GO:0031536","SPO12"
"GO:0051321","SPO12"
"GO:1904750","SPO12"
"GO:0007129","SPO16"
"GO:0007130","SPO16"
"GO:0007131","SPO16"
"GO:0010520","SPO16"
"GO:0016925","SPO16"
"GO:0030435","SPO16"
"GO:0030437","SPO16"
"GO:0033235","SPO16"
"GO:0035825","SPO16"
"GO:0051321","SPO16"
"GO:0090173","SPO16"
"GO:0006281","RTT107"
"GO:0006302","RTT107"
"GO:0006334","RTT107"
"GO:0006974","RTT107"
"GO:0010526","RTT107"
"GO:1901987","RTT107"
"GO:1903775","RTT107"
"GO:1990683","RTT107"
"GO:2000001","RTT107"
"GO:0032366","LAM1"
"GO:0000398","LIN1"
"GO:0008150","LIN1"
"GO:0007131","REC104"
"GO:0042138","REC104"
"GO:0051321","REC104"
"GO:0000755","KEL1"
"GO:0001100","KEL1"
"GO:0008360","KEL1"
"GO:0032465","KEL1"
"GO:0060627","KEL1"
"GO:0090029","KEL1"
"GO:0090337","KEL1"
"GO:0008150","TDA11"
"GO:0016558","PEX18"
"GO:0006897","YAP1801"
"GO:0048268","YAP1801"
"GO:0072583","YAP1801"
"GO:0006850","MPC2"
"GO:0005975","SOL3"
"GO:0006098","SOL3"
"GO:0009051","SOL3"
"GO:0000706","DNA2"
"GO:0000723","DNA2"
"GO:0000729","DNA2"
"GO:0006260","DNA2"
"GO:0006261","DNA2"
"GO:0006273","DNA2"
"GO:0006281","DNA2"
"GO:0006302","DNA2"
"GO:0006974","DNA2"
"GO:0033314","DNA2"
"GO:0000244","PRP8"
"GO:0000350","PRP8"
"GO:0000387","PRP8"
"GO:0000389","PRP8"
"GO:0000393","PRP8"
"GO:0000395","PRP8"
"GO:0000398","PRP8"
"GO:0006397","PRP8"
"GO:0008380","PRP8"
"GO:0045292","PRP8"
"GO:0007346","CDC23"
"GO:0016567","CDC23"
"GO:0031145","CDC23"
"GO:0051301","CDC23"
"GO:0051445","CDC23"
"GO:0006310","THP2"
"GO:0006368","THP2"
"GO:0006406","THP2"
"GO:0034063","THP2"
"GO:0097185","THP2"
"GO:0006412","MTG2"
"GO:1902775","MTG2"
"GO:0000447","DBP8"
"GO:0000472","DBP8"
"GO:0000480","DBP8"
"GO:0006364","DBP8"
"GO:0042254","DBP8"
"GO:0000055","NMD3"
"GO:0015031","NMD3"
"GO:0000422","ATG7"
"GO:0006501","ATG7"
"GO:0006914","ATG7"
"GO:0015031","ATG7"
"GO:0016236","ATG7"
"GO:0016237","ATG7"
"GO:0032258","ATG7"
"GO:0032446","ATG7"
"GO:0034727","ATG7"
"GO:0044804","ATG7"
"GO:0000226","SPC97"
"GO:0007020","SPC97"
"GO:0010968","SPC97"
"GO:0031122","SPC97"
"GO:0008150","YHR173C"
"GO:0006096","ENO2"
"GO:0032889","ENO2"
"GO:0006811","CTR2"
"GO:0006825","CTR2"
"GO:0006878","CTR2"
"GO:0015677","CTR2"
"GO:0035434","CTR2"
"GO:0006457","FMO1"
"GO:0045944","ROF1"
"GO:0006351","STB5"
"GO:0006355","STB5"
"GO:0006357","STB5"
"GO:0006368","STB5"
"GO:0034599","STB5"
"GO:0006915","OYE2"
"GO:0008150","YHR180W"
"GO:0006888","SVP26"
"GO:0090110","SVP26"
"GO:0015031","SVP26"
"GO:0031505","SVP26"
"GO:0045053","SVP26"
"GO:0007163","RGD3"
"GO:0007165","RGD3"
"GO:0043547","RGD3"
"GO:0006098","GND1"
"GO:0009051","GND1"
"GO:0019521","GND1"
"GO:0034599","GND1"
"GO:0030435","SSP1"
"GO:0030476","SSP1"
"GO:0032120","SSP1"
"GO:0051301","SSP1"
"GO:0051321","SSP1"
"GO:0030435","PFS1"
"GO:0030476","PFS1"
"GO:0001558","KOG1"
"GO:0007584","KOG1"
"GO:0009267","KOG1"
"GO:0031929","KOG1"
"GO:0051726","KOG1"
"GO:0002098","IKI1"
"GO:0006400","IKI1"
"GO:0006417","IKI1"
"GO:0008033","IKI1"
"GO:0006506","GPI16"
"GO:0016255","GPI16"
"GO:0031505","GPI16"
"GO:0032543","PTH1"
"GO:0006629","ERG9"
"GO:0006694","ERG9"
"GO:0006696","ERG9"
"GO:0008202","ERG9"
"GO:0008299","ERG9"
"GO:0008610","ERG9"
"GO:0016126","ERG9"
"GO:0045338","ERG9"
"GO:0034398","CTF8"
"GO:0006260","CTF8"
"GO:0007064","CTF8"
"GO:0035753","CTF8"
"GO:0006999","LNP1"
"GO:0034976","LNP1"
"GO:0061709","LNP1"
"GO:0071786","LNP1"
"GO:0006613","EGD2"
"GO:0015031","EGD2"
"GO:0051083","EGD2"
"GO:0000001","MDM31"
"GO:0006873","MDM31"
"GO:0007005","MDM31"
"GO:1900208","MDM31"
"GO:0006629","NVJ1"
"GO:0006914","NVJ1"
"GO:0008104","NVJ1"
"GO:0034727","NVJ1"
"GO:0071562","NVJ1"
"GO:0000462","UTP9"
"GO:0006364","UTP9"
"GO:0030490","UTP9"
"GO:0042254","UTP9"
"GO:0045943","UTP9"
"GO:0071528","UTP9"
"GO:0000027","RIX1"
"GO:0006267","RIX1"
"GO:0006364","RIX1"
"GO:0030174","RIX1"
"GO:0042254","RIX1"
"GO:0008150","AIM18"
"GO:0008150","AIM46"
"GO:0032436","RPN10"
"GO:0043161","RPN10"
"GO:0043248","RPN10"
"GO:0006798","PPX1"
"GO:0009166","SMN1"
"GO:0019677","SMN1"
"GO:0002181","RPS4B"
"GO:0006412","RPS4B"
"GO:0005975","MNL1"
"GO:0006986","MNL1"
"GO:0036503","MNL1"
"GO:0036508","MNL1"
"GO:0097466","MNL1"
"GO:1900103","MNL1"
"GO:1904380","MNL1"
"GO:1904382","MNL1"
"GO:0006357","SCH9"
"GO:0008361","SCH9"
"GO:0032880","SCH9"
"GO:0034599","SCH9"
"GO:0045943","SCH9"
"GO:0045945","SCH9"
"GO:0047484","SCH9"
"GO:0060963","SCH9"
"GO:0090153","SCH9"
"GO:1901494","SCH9"
"GO:1904828","SCH9"
"GO:0000160","SKN7"
"GO:0000304","SKN7"
"GO:0006355","SKN7"
"GO:0006357","SKN7"
"GO:0006368","SKN7"
"GO:0008361","SKN7"
"GO:0034599","SKN7"
"GO:1900101","SKN7"
"GO:0000723","SET5"
"GO:0006338","SET5"
"GO:0032259","SET5"
"GO:0008652","BAT1"
"GO:0009081","BAT1"
"GO:0009082","BAT1"
"GO:0009083","BAT1"
"GO:0009097","BAT1"
"GO:0009098","BAT1"
"GO:0009099","BAT1"
"GO:0019509","BAT1"
"GO:0032259","CRG1"
"GO:0055088","CRG1"
"GO:0005975","YHR210C"
"GO:0008150","YHR210C"
"GO:0000128","FLO5"
"GO:0031589","FLO5"
"GO:0000128","YHR213W"
"GO:0008150","YHR213W"
"GO:0008150","YHR214W"
"GO:0008150","PHO12"
"GO:0006164","IMD2"
"GO:0006177","IMD2"
"GO:0006183","IMD2"
"GO:0008150","YHR218W"
"GO:0008150","YHR219W"
"GO:0008150","YIL001W"
"GO:0006629","INP51"
"GO:0006897","INP51"
"GO:0015031","INP51"
"GO:0036092","INP51"
"GO:0046856","INP51"
"GO:0002098","CFD1"
"GO:0016226","CFD1"
"GO:0006886","BET1"
"GO:0006888","BET1"
"GO:0006890","BET1"
"GO:0006906","BET1"
"GO:0015031","BET1"
"GO:0016192","BET1"
"GO:0048280","BET1"
"GO:0061025","BET1"
"GO:0006621","EPS1"
"GO:0036503","EPS1"
"GO:0006850","YIA6"
"GO:0006862","YIA6"
"GO:0035352","YIA6"
"GO:0055085","YIA6"
"GO:1990549","YIA6"
"GO:0070682","NAS2"
"GO:0006457","NAS2"
"GO:0001403","URM1"
"GO:0002098","URM1"
"GO:0002143","URM1"
"GO:0007114","URM1"
"GO:0008033","URM1"
"GO:0032447","URM1"
"GO:0034227","URM1"
"GO:0034599","URM1"
"GO:0001676","FAA3"
"GO:0006629","FAA3"
"GO:0006631","FAA3"
"GO:0050821","DOT5"
"GO:0034599","DOT5"
"GO:0045454","DOT5"
"GO:0098869","DOT5"
"GO:0008150","TIR3"
"GO:0008150","YIL012W"
"GO:0035376","PDR11"
"GO:0055085","PDR11"
"GO:0006493","MNT3"
"GO:0009101","MNT3"
"GO:0000747","BAR1"
"GO:0006508","BAR1"
"GO:0019236","BAR1"
"GO:0043171","BAR1"
"GO:0071444","BAR1"
"GO:0006457","SNL1"
"GO:0006999","SNL1"
"GO:0007039","VID28"
"GO:0030437","VID28"
"GO:0043161","VID28"
"GO:0045721","VID28"
"GO:0002181","RPL2B"
"GO:0006412","RPL2B"
"GO:0000462","FAF1"
"GO:0030490","FAF1"
"GO:0042254","FAF1"
"GO:0000105","HIS6"
"GO:0008652","HIS6"
"GO:0001172","RPB3"
"GO:0006351","RPB3"
"GO:0006366","RPB3"
"GO:0006367","RPB3"
"GO:0006368","RPB3"
"GO:0006369","RPB3"
"GO:0006886","TIM44"
"GO:0015031","TIM44"
"GO:0030150","TIM44"
"GO:0006811","YKE4"
"GO:0006829","YKE4"
"GO:0030001","YKE4"
"GO:0055085","YKE4"
"GO:0005977","ATG45"
"GO:0006995","ATG45"
"GO:0030437","ATG45"
"GO:0061723","ATG45"
"GO:0061753","ATG45"
"GO:0006473","IRR1"
"GO:0007059","IRR1"
"GO:0007062","IRR1"
"GO:0007064","IRR1"
"GO:0034087","IRR1"
"GO:0034089","IRR1"
"GO:0051301","IRR1"
"GO:0006644","EMC5"
"GO:0015914","EMC5"
"GO:0034975","EMC5"
"GO:0045050","EMC5"
"GO:0008150","EMA17"
"GO:0016567","SSM4"
"GO:0030970","SSM4"
"GO:0036503","SSM4"
"GO:0006276","ULP2"
"GO:0006508","ULP2"
"GO:0007094","ULP2"
"GO:0016926","ULP2"
"GO:0030261","ULP2"
"GO:0006995","BCY1"
"GO:0009267","BCY1"
"GO:0010603","BCY1"
"GO:0042149","BCY1"
"GO:0045944","BCY1"
"GO:0046580","BCY1"
"GO:0097271","BCY1"
"GO:0030036","CAP2"
"GO:0030447","CAP2"
"GO:0051016","CAP2"
"GO:0051693","CAP2"
"GO:0000028","CKA1"
"GO:0006356","CKA1"
"GO:0006359","CKA1"
"GO:0006974","CKA1"
"GO:0007535","CKA1"
"GO:0042790","CKA1"
"GO:0051726","CKA1"
"GO:0060962","CKA1"
"GO:0006355","CST6"
"GO:0006357","CST6"
"GO:0033554","CST6"
"GO:0045944","CST6"
"GO:0071244","CST6"
"GO:0071400","CST6"
"GO:0000742","PRM2"
"GO:0000289","NOT3"
"GO:0000290","NOT3"
"GO:0006355","NOT3"
"GO:0016567","NOT3"
"GO:0032968","NOT3"
"GO:0006506","TED1"
"GO:0006888","TED1"
"GO:0006998","APQ12"
"GO:0051028","APQ12"
"GO:0055088","APQ12"
"GO:0006897","GVP36"
"GO:0007033","GVP36"
"GO:0030950","GVP36"
"GO:0065003","PKP1"
"GO:1901524","PKP1"
"GO:0002098","CBR1"
"GO:0002926","CBR1"
"GO:0017183","CBR1"
"GO:0006888","AGE2"
"GO:0006891","AGE2"
"GO:0005979","PIG2"
"GO:0000082","MET30"
"GO:0000209","MET30"
"GO:0006357","MET30"
"GO:0006511","MET30"
"GO:0007346","MET30"
"GO:0008652","MET30"
"GO:0016567","MET30"
"GO:0019344","MET30"
"GO:0031146","MET30"
"GO:0046685","MET30"
"GO:0046686","MET30"
"GO:0006817","SYG1"
"GO:0007165","SYG1"
"GO:0055085","SYG1"
"GO:0006869","NEO1"
"GO:0006890","NEO1"
"GO:0006897","NEO1"
"GO:0007033","NEO1"
"GO:0015031","NEO1"
"GO:0015914","NEO1"
"GO:0045332","NEO1"
"GO:0098629","NEO1"
"GO:0140331","NEO1"
"GO:0006488","DFG10"
"GO:0006629","DFG10"
"GO:0007124","DFG10"
"GO:0043048","DFG10"
"GO:0005977","PCL7"
"GO:0005979","PCL7"
"GO:0005981","PCL7"
"GO:0031647","PCL7"
"GO:0051301","PCL7"
"GO:0009097","MMF1"
"GO:0032543","MMF1"
"GO:0002181","RPL34B"
"GO:0006412","RPL34B"
"GO:0006114","GPP1"
"GO:0006970","GPP1"
"GO:0008150","YIL054W"
"GO:0008150","YIL055C"
"GO:0006357","VHR1"
"GO:0045944","VHR1"
"GO:1990383","VHR1"
"GO:0006112","RGI2"
"GO:0008150","YIL059C"
"GO:0008150","YIL060W"
"GO:0000395","SNP1"
"GO:0000398","SNP1"
"GO:0006397","SNP1"
"GO:0008380","SNP1"
"GO:0000001","ARC15"
"GO:0030833","ARC15"
"GO:0034314","ARC15"
"GO:0044396","ARC15"
"GO:0045010","ARC15"
"GO:0000056","YRB2"
"GO:0006611","YRB2"
"GO:0015031","YRB2"
"GO:0006417","EFM4"
"GO:0016192","EFM4"
"GO:0032259","EFM4"
"GO:0000266","FIS1"
"GO:0006915","FIS1"
"GO:0007031","FIS1"
"GO:0016559","FIS1"
"GO:0090141","FIS1"
"GO:0009263","RNR3"
"GO:0008150","YIL067C"
"GO:0006887","SEC6"
"GO:0006893","SEC6"
"GO:0006904","SEC6"
"GO:0015031","SEC6"
"GO:0035544","SEC6"
"GO:0051601","SEC6"
"GO:0000462","RPS24B"
"GO:0002181","RPS24B"
"GO:0006412","RPS24B"
"GO:0009060","MAM33"
"GO:1902775","MAM33"
"GO:0000338","PCI8"
"GO:2000434","PCI8"
"GO:0007129","HOP1"
"GO:0007130","HOP1"
"GO:0007131","HOP1"
"GO:0010846","HOP1"
"GO:0035825","HOP1"
"GO:0051321","HOP1"
"GO:0051598","HOP1"
"GO:0007129","SPO22"
"GO:0007131","SPO22"
"GO:0016925","SPO22"
"GO:0030435","SPO22"
"GO:0033235","SPO22"
"GO:0035825","SPO22"
"GO:0051321","SPO22"
"GO:0090173","SPO22"
"GO:0006066","SER33"
"GO:0006564","SER33"
"GO:0006979","SER33"
"GO:0008652","SER33"
"GO:0040029","SER33"
"GO:0006511","RPN2"
"GO:0042176","RPN2"
"GO:0043161","RPN2"
"GO:0043248","RPN2"
"GO:0006888","SEC28"
"GO:0006890","SEC28"
"GO:0006901","SEC28"
"GO:0015031","SEC28"
"GO:0016192","SEC28"
"GO:0032511","SEC28"
"GO:0008150","RCI37"
"GO:0006412","THS1"
"GO:0006418","THS1"
"GO:0006435","THS1"
"GO:0043039","THS1"
"GO:0000292","AIR1"
"GO:0043633","AIR1"
"GO:0071031","AIR1"
"GO:0071035","AIR1"
"GO:0071036","AIR1"
"GO:0071037","AIR1"
"GO:0071038","AIR1"
"GO:0071039","AIR1"
"GO:0032197","YIL082W"
"GO:0075523","YIL082W"
"GO:0015937","CAB2"
"GO:0000122","SDS3"
"GO:0006325","SDS3"
"GO:0006334","SDS3"
"GO:0006357","SDS3"
"GO:0010468","SDS3"
"GO:0031507","SDS3"
"GO:0034605","SDS3"
"GO:0043709","SDS3"
"GO:0045944","SDS3"
"GO:0061186","SDS3"
"GO:0061188","SDS3"
"GO:2000217","SDS3"
"GO:0006487","KTR7"
"GO:0009101","KTR7"
"GO:0031505","KTR7"
"GO:0008150","YIL086C"
"GO:0008150","AIM19"
"GO:0006865","AVT7"
"GO:0015813","AVT7"
"GO:0015825","AVT7"
"GO:0015828","AVT7"
"GO:0043937","AVT7"
"GO:0089709","AVT7"
"GO:1903401","AVT7"
"GO:1903826","AVT7"
"GO:0008150","YIL089W"
"GO:0000921","ICE2"
"GO:0006882","ICE2"
"GO:0031204","ICE2"
"GO:0036228","ICE2"
"GO:0048309","ICE2"
"GO:0160031","ICE2"
"GO:0000462","UTP25"
"GO:0006364","UTP25"
"GO:0042254","UTP25"
"GO:0042274","UTP25"
"GO:0008150","YIL092W"
"GO:0032543","RSM25"
"GO:0008652","LYS12"
"GO:0009085","LYS12"
"GO:0019878","LYS12"
"GO:0000147","PRK1"
"GO:0030036","PRK1"
"GO:0031333","PRK1"
"GO:0120133","PRK1"
"GO:1900186","PRK1"
"GO:2000369","PRK1"
"GO:0006364","BMT5"
"GO:0032259","BMT5"
"GO:0070475","BMT5"
"GO:0016567","FYV10"
"GO:0043066","FYV10"
"GO:0043161","FYV10"
"GO:0045721","FYV10"
"GO:0016236","FMC1"
"GO:0033615","FMC1"
"GO:0000272","SGA1"
"GO:0005975","SGA1"
"GO:0005976","SGA1"
"GO:0005980","SGA1"
"GO:0030435","SGA1"
"GO:0000122","XBP1"
"GO:0006995","XBP1"
"GO:0034605","XBP1"
"GO:0042149","XBP1"
"GO:0051321","XBP1"
"GO:0070314","XBP1"
"GO:0071470","XBP1"
"GO:0008150","YIL102C"
"GO:0017183","DPH1"
"GO:0000493","SHQ1"
"GO:0001558","SLM1"
"GO:0006629","SLM1"
"GO:0006665","SLM1"
"GO:0016197","SLM1"
"GO:0030036","SLM1"
"GO:0030950","SLM1"
"GO:0031929","SLM1"
"GO:0051017","SLM1"
"GO:0070941","SLM1"
"GO:0072659","SLM1"
"GO:0000281","MOB1"
"GO:0007096","MOB1"
"GO:0010458","MOB1"
"GO:0032465","MOB1"
"GO:0051301","MOB1"
"GO:0006000","PFK26"
"GO:0006003","PFK26"
"GO:0046835","PFK26"
"GO:0006508","YIL108W"
"GO:0008150","YIL108W"
"GO:0006886","SEC24"
"GO:0006888","SEC24"
"GO:0015031","SEC24"
"GO:0016192","SEC24"
"GO:0016236","SEC24"
"GO:0070863","SEC24"
"GO:0090110","SEC24"
"GO:1902953","SEC24"
"GO:0000027","HPM1"
"GO:0032259","HPM1"
"GO:0042038","HPM1"
"GO:0045903","HPM1"
"GO:0006119","COX5B"
"GO:0006123","COX5B"
"GO:1902600","COX5B"
"GO:0006338","HOS4"
"GO:0006974","HOS4"
"GO:0009267","HOS4"
"GO:0045835","HOS4"
"GO:0000196","SDP1"
"GO:0006811","POR2"
"GO:0006869","POR2"
"GO:0045454","POR2"
"GO:0051027","POR2"
"GO:0055085","POR2"
"GO:0098656","POR2"
"GO:0000055","NUP159"
"GO:0000056","NUP159"
"GO:0006405","NUP159"
"GO:0006607","NUP159"
"GO:0006611","NUP159"
"GO:0006913","NUP159"
"GO:0015031","NUP159"
"GO:0016973","NUP159"
"GO:0045892","NUP159"
"GO:0051028","NUP159"
"GO:0051664","NUP159"
"GO:0000105","HIS5"
"GO:0008652","HIS5"
"GO:0008150","PRM5"
"GO:0007163","RHO3"
"GO:0007264","RHO3"
"GO:0017157","RHO3"
"GO:0030036","RHO3"
"GO:0030950","RHO3"
"GO:0045921","RHO3"
"GO:0090338","RHO3"
"GO:0007265","RPI1"
"GO:0009272","RPI1"
"GO:0045944","RPI1"
"GO:0030476","QDR1"
"GO:0055085","QDR1"
"GO:0006811","QDR2"
"GO:0006813","QDR2"
"GO:0015826","QDR2"
"GO:0032973","QDR2"
"GO:0042908","QDR2"
"GO:0055085","QDR2"
"GO:0060003","QDR2"
"GO:0140115","QDR2"
"GO:1990573","QDR2"
"GO:0000321","POG1"
"GO:0030435","POG1"
"GO:0045944","POG1"
"GO:0051301","POG1"
"GO:0000272","SIM1"
"GO:0031505","SIM1"
"GO:0071555","SIM1"
"GO:0006629","AYR1"
"GO:0006654","AYR1"
"GO:0016042","AYR1"
"GO:0019433","AYR1"
"GO:0006091","KGD1"
"GO:0006099","KGD1"
"GO:0006103","KGD1"
"GO:0045333","KGD1"
"GO:0006284","STH1"
"GO:0006302","STH1"
"GO:0006325","STH1"
"GO:0006337","STH1"
"GO:0006338","STH1"
"GO:0006355","STH1"
"GO:0006366","STH1"
"GO:0006368","STH1"
"GO:0007010","STH1"
"GO:0007059","STH1"
"GO:0010468","STH1"
"GO:0034080","STH1"
"GO:0051321","STH1"
"GO:0008150","RRT14"
"GO:0006281","MET18"
"GO:0006974","MET18"
"GO:0016226","MET18"
"GO:0051604","MET18"
"GO:0000902","TAO3"
"GO:0007114","TAO3"
"GO:0007118","TAO3"
"GO:0006351","ASG1"
"GO:0006355","ASG1"
"GO:0008150","ASG1"
"GO:0000082","FKH1"
"GO:0000086","FKH1"
"GO:0000122","FKH1"
"GO:0006338","FKH1"
"GO:0006355","FKH1"
"GO:0006369","FKH1"
"GO:0007535","FKH1"
"GO:0031124","FKH1"
"GO:0032298","FKH1"
"GO:0034243","FKH1"
"GO:0034244","FKH1"
"GO:0045944","FKH1"
"GO:0090054","FKH1"
"GO:0090055","FKH1"
"GO:1903468","FKH1"
"GO:2000221","FKH1"
"GO:0000725","CSM2"
"GO:0000730","CSM2"
"GO:0006281","CSM2"
"GO:0006974","CSM2"
"GO:0042275","CSM2"
"GO:0043007","CSM2"
"GO:0045132","CSM2"
"GO:0051321","CSM2"
"GO:1903112","CSM2"
"GO:0000470","RPL16A"
"GO:0002181","RPL16A"
"GO:0006412","RPL16A"
"GO:0006862","FLX1"
"GO:0015883","FLX1"
"GO:0035350","FLX1"
"GO:0055085","FLX1"
"GO:1901679","FLX1"
"GO:0030950","VHS2"
"GO:0032186","VHS2"
"GO:0034605","VHS2"
"GO:0008150","OM45"
"GO:0006508","TMA108"
"GO:0042254","TMA108"
"GO:2000765","TMA108"
"GO:0000282","TPM2"
"GO:0051017","TPM2"
"GO:1903475","TPM2"
"GO:0006260","REV7"
"GO:0006974","REV7"
"GO:0042276","REV7"
"GO:0070987","REV7"
"GO:0007120","AXL2"
"GO:0006457","CCT2"
"GO:0000019","SSL2"
"GO:0001111","SSL2"
"GO:0001113","SSL2"
"GO:0001174","SSL2"
"GO:0006281","SSL2"
"GO:0006289","SSL2"
"GO:0006366","SSL2"
"GO:0006367","SSL2"
"GO:0006974","SSL2"
"GO:0016973","SSL2"
"GO:0007059","NDC80"
"GO:0034501","NDC80"
"GO:0051301","NDC80"
"GO:0051315","NDC80"
"GO:1990758","NDC80"
"GO:0015940","PAN6"
"GO:0000422","ATG32"
"GO:0006914","ATG32"
"GO:0031930","ATG32"
"GO:0061753","ATG32"
"GO:0000160","SLN1"
"GO:0007165","SLN1"
"GO:0007234","SLN1"
"GO:0000027","RPL40A"
"GO:0000055","RPL40A"
"GO:0002181","RPL40A"
"GO:0006412","RPL40A"
"GO:0016567","RPL40A"
"GO:0042254","RPL40A"
"GO:0000972","MLP2"
"GO:0000973","MLP2"
"GO:0006355","MLP2"
"GO:0006606","MLP2"
"GO:0006913","MLP2"
"GO:0015031","MLP2"
"GO:0016973","MLP2"
"GO:0034398","MLP2"
"GO:0051028","MLP2"
"GO:0051300","MLP2"
"GO:1901925","MLP2"
"GO:1902969","MCM10"
"GO:0000727","MCM10"
"GO:0006260","MCM10"
"GO:0006270","MCM10"
"GO:0006271","MCM10"
"GO:0030466","MCM10"
"GO:0031509","MCM10"
"GO:0008150","ESL1"
"GO:0008150","VPR1"
"GO:0000082","RRD1"
"GO:0006281","RRD1"
"GO:0006357","RRD1"
"GO:0006914","RRD1"
"GO:0007052","RRD1"
"GO:0031929","RRD1"
"GO:0033554","RRD1"
"GO:0006357","IMP21"
"GO:0045893","IMP21"
"GO:0006071","GUT2"
"GO:0006072","GUT2"
"GO:0019563","GUT2"
"GO:0006508","UBP7"
"GO:0016579","UBP7"
"GO:0033617","COA1"
