"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene:YLR151C",945.918981584936,-1.2673565702241,0.253646922632128,-4.99653832608165,5.83685793617511e-07,5.91220151451143e-06
"gene:YFR025C",1562.78585972193,0.795025200421188,0.159141321480786,4.99571822719329,5.86171956841107e-07,5.92816452625175e-06
"gene:YBR162C",4617.59852541391,1.42856526195066,0.286081975444289,4.99355214438828,5.92787711966085e-07,5.97651140562711e-06
"gene:YLR061W",7502.93315112717,1.58689084332005,0.317775549160465,4.99374746582132,5.92188211572233e-07,5.97651140562711e-06
"gene:YBR018C",1040.1035171024,-1.88561484672929,0.377798785179817,-4.99105587603152,6.00501217138035e-07,6.04492183496139e-06
"gene:YML116W",2251.32551386251,1.14989461104877,0.230524296575702,4.98817100032298,6.09536056801055e-07,6.12640175608838e-06
"gene:YLR441C",22521.4184760355,1.15118556943259,0.230797971074755,4.98784960748082,6.10550667321785e-07,6.12714406204436e-06
"gene:YGL031C",10418.3998204941,1.11788533770849,0.224228655483113,4.98547045782327,6.18112237247144e-07,6.19348461721638e-06
"gene:YJR095W",13069.6350057901,1.50857283392568,0.302646672870643,4.98460075445955,6.20898850228092e-07,6.21184978730501e-06
"gene:YLR024C",7399.1305919264,-1.41840854938609,0.28466125166137,-4.98279460624803,6.26724658090082e-07,6.2605179419336e-06
"gene:YER059W",1855.71498676696,-0.924081434262268,0.185536802375456,-4.98058294867171,6.33930231351567e-07,6.32279876997359e-06
"gene:YBL039C",8104.51141178269,2.13553485485326,0.429035071399877,4.97752980399792,6.44008679996273e-07,6.41298080725274e-06
"gene:YBR078W",22757.430073943,1.12135555179133,0.225296225226073,4.97724962176401,6.44941260363971e-07,6.41298080725274e-06
"gene:YMR159C",289.360442678938,-1.21978743862363,0.245123336956295,-4.97621913021325,6.48382437675447e-07,6.43737014722589e-06
"gene:YDR232W",21892.1382625385,1.15396809422904,0.231972260035878,4.97459521259379,6.53841216293244e-07,6.47183562571109e-06
"gene:YPL167C",5518.33444824925,-1.00386745780576,0.201790999629391,-4.97478807107089,6.53190614729828e-07,6.47183562571109e-06
"gene:YLR345W",5779.33819726603,-0.829549945972718,0.166792140561786,-4.97355536764888,6.57359873317675e-07,6.49679037165102e-06
"gene:YOR209C",5917.71413897464,1.07117500204789,0.215410032619127,4.97272568516742,6.60180458385985e-07,6.51478079616351e-06
"gene:YKL105C",3143.44449010409,-1.06126663676769,0.213493576027675,-4.97095348962687,6.66244321436916e-07,6.56467362408266e-06
"gene:YGL256W",1692.50071458231,0.873309580869216,0.175805628333399,4.96747225414801,6.78312596812258e-07,6.67348933993691e-06
"gene:YHR068W",5713.20345029575,1.47267677769236,0.296498042356998,4.96690219599894,6.80308762439334e-07,6.68303313690405e-06
"gene:YBR128C",1109.13872915418,-1.13326144386375,0.228307585324157,-4.96374854236542,6.91454561500102e-07,6.78229451664181e-06
"gene:YGL124C",1403.34094978975,-1.06573705288842,0.214774615249387,-4.96211831948079,6.97284954725359e-07,6.82919836109213e-06
"gene:YHL030W",12683.6991126995,-1.13941691214004,0.229657836327512,-4.96136744280364,6.99986326473001e-07,6.84536177825624e-06
"gene:YLR056W",7517.46995824605,1.05017678694117,0.211751667423814,4.95947351781309,7.06844824373872e-07,6.90206947698205e-06
"gene:YNL010W",3524.23011933995,0.971926132186038,0.196014979460182,4.95842784496719,7.10659230176891e-07,6.92892749422468e-06
"gene:YLR243W",2524.46315393358,1.38499940127179,0.279385512369073,4.95730572973369,7.14774541172528e-07,6.95863465867963e-06
"gene:YGR052W",11927.3034525647,-1.36241480303324,0.274872751378854,-4.95652914375438,7.17636071738172e-07,6.96889481618757e-06
"gene:YHR144C",391.147550175276,1.2134549830375,0.244823945047824,4.95643913752171,7.17968435691979e-07,6.96889481618757e-06
"gene:YKL168C",2344.38594922155,-0.8866324400276,0.178902058064671,-4.9559655692004,7.19719615006535e-07,6.97549680437137e-06
"gene:YHR094C",256.461676461568,1.63837046563665,0.331055159250441,4.94893500329724,7.46206585721608e-07,7.22146135632219e-06
