Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR5482575_1	(0.0, 0.0033632504369008735)	(1.0, 0.0022384694530560565)	(2.0, 0.0011003774516509454)	(3.0, 0.001242361638960745)	(4.0, 0.0017060287506443087)	(5.0, 0.0028818353018035853)	(6.0, 0.0030659710447209815)	(7.0, 0.0023893276520727184)	(8.0, 0.002194099394521744)	(9.0, 0.002205191909155322)	(10.0, 0.002804187699368539)	(11.0, 0.0035030161212839576)	(12.0, 0.0036760593495677755)	(13.0, 0.004157474484665065)	(14.0, 0.006371540405527248)	(15.0, 0.009894523053151649)	(16.0, 0.015880043949430378)	(17.0, 0.023487290485138226)	(18.0, 0.041434979162267564)	(19.0, 0.06430330733085213)	(20.0, 0.07857715516134041)	(21.0, 0.10260576036059724)	(22.0, 0.13297706542733403)	(23.0, 0.16881476170549808)	(24.0, 0.22488076766945514)	(25.0, 0.3123896156137526)	(26.0, 0.4261921602454835)	(27.0, 0.5371572396339452)	(28.0, 0.6679934497369987)	(29.0, 0.8613426353090448)	(30.0, 1.1487186304240788)	(31.0, 1.5170633268554528)	(32.0, 1.9572342740421713)	(33.0, 2.445475742644964)	(34.0, 2.951600563340011)	(35.0, 3.5742100987051884)	(36.0, 4.254485180644485)	(37.0, 4.8699977251470985)	(38.0, 5.416812108021038)	(39.0, 5.833908406266987)	(40.0, 6.0909374998474775)	(41.0, 6.303194985863921)	(42.0, 6.406242228306935)	(43.0, 6.326103247085187)	(44.0, 6.040198119410565)	(45.0, 5.605994945096712)	(46.0, 5.092828596112269)	(47.0, 4.456857017619483)	(48.0, 3.712549285706394)	(49.0, 2.998517463234193)	(50.0, 2.4384608363906892)	(51.0, 1.856829268584876)	(52.0, 1.3705134605224725)	(53.0, 1.029491846136528)	(54.0, 0.7286473197534037)	(55.0, 0.5369287338324935)	(56.0, 0.37585654734123297)	(57.0, 0.2348063497635808)	(58.0, 0.18149350593167782)	(59.0, 0.1511599154146952)	(60.0, 0.09746327057647045)	(61.0, 0.08579616368487301)	(62.0, 0.08551885081903356)	(63.0, 0.05020472123157439)	(64.0, 0.02086058301990694)	(65.0, 0.01057560345165334)	(66.0, 0.00864772440833747)	(67.0, 0.006005487422619173)	(68.0, 0.003627252285180032)	(69.0, 0.0026023039330374175)	(70.0, 0.0019789046106303294)	(71.0, 0.0016572216862565652)	(72.0, 0.0013377572648095165)	(73.0, 0.0009672672760480086)	(74.0, 0.0008008795565443374)	(75.0, 0.0007831315331306124)	(76.0, 0.0006788618955749785)	(77.0, 0.0004725411233904262)	(78.0, 0.0003549604682744985)	(79.0, 0.0003039349009600394)	(80.0, 0.0002551278365722959)	(81.0, 0.00021741328681813038)	(82.0, 0.00018635424584411174)	(83.0, 0.00014198418730979943)	(84.0, 0.00012423616389607448)	(85.0, 0.00010648814048234956)	(86.0, 6.877359072818409e-05)	(87.0, 6.655508780146848e-05)	(88.0, 5.989957902132163e-05)	(89.0, 3.549604682744986e-05)	(90.0, 2.440353219387178e-05)	(91.0, 2.662203512058739e-05)	(92.0, 2.884053804730301e-05)	(93.0, 2.440353219387178e-05)	(94.0, 1.1092514633578079e-05)	(95.0, 4.437005853431232e-06)	(96.0, 4.437005853431232e-06)	(97.0, 6.655508780146848e-06)	(98.0, 6.655508780146848e-06)	(99.0, 6.655508780146848e-06)	(100.0, 8.874011706862464e-06)
SRR5482575_2	(0.0, 0.0016949504121624673)	(1.0, 0.002338321641910001)	(2.0, 0.003569601064357866)	(3.0, 0.005652792735850741)	(4.0, 0.008430381631174575)	(5.0, 0.00877647098234911)	(6.0, 0.007576250860647677)	(7.0, 0.008732100552711348)	(8.0, 0.010018843012206416)	(9.0, 0.010096491264072497)	(10.0, 0.009874639115883694)	(11.0, 0.009974472582568655)	(12.0, 0.010733206929374368)	(13.0, 0.011176911225751976)	(14.0, 0.012805305993457802)	(15.0, 0.014835253149385365)	(16.0, 0.017095926539429283)	(17.0, 0.01923458124796936)	(18.0, 0.019716000409539067)	(19.0, 0.02445698081633382)	(20.0, 0.03524121373979161)	(21.0, 0.047227885306432724)	(22.0, 0.06767599780499484)	(23.0, 0.10100928307036273)	(24.0, 0.1584002152853246)	(25.0, 0.24279499097782775)	(26.0, 0.375025526862801)	(27.0, 0.557969245302253)	(28.0, 0.7290394367706403)	(29.0, 0.9764334227804219)	(30.0, 1.3597495644210387)	(31.0, 1.85283149342103)	(32.0, 2.3693143870119764)	(33.0, 2.8832326697698605)	(34.0, 3.5275445526257143)	(35.0, 4.264814704094159)	(36.0, 5.020287824321495)	(37.0, 5.5674218107062075)	(38.0, 5.958329732857845)	(39.0, 6.329408510004367)	(40.0, 6.44234456456136)	(41.0, 6.388086184678825)	(42.0, 6.260286036193182)	(43.0, 6.014247566808834)	(44.0, 5.656240318233595)	(45.0, 5.135511174526315)	(46.0, 4.487909224312822)	(47.0, 3.8023749938020055)	(48.0, 3.096257320982233)	(49.0, 2.462214974066039)	(50.0, 1.9679572286806464)	(51.0, 1.5115674264696013)	(52.0, 1.0995192131170526)	(53.0, 0.8073088746516506)	(54.0, 0.6179691587799152)	(55.0, 0.49076801109438223)	(56.0, 0.3553383672325265)	(57.0, 0.22081166161379914)	(58.0, 0.15434253949495136)	(59.0, 0.1156027173782223)	(60.0, 0.08064103734514859)	(61.0, 0.057350998828287876)	(62.0, 0.038005491506224114)	(63.0, 0.024314995441492987)	(64.0, 0.016574573991185594)	(65.0, 0.010742081015301918)	(66.0, 0.008279522170406188)	(67.0, 0.0063915603893194605)	(68.0, 0.00492733621127335)	(69.0, 0.003980027538507155)	(70.0, 0.0032789747502305323)	(71.0, 0.0026733183856750956)	(72.0, 0.0022007733100329416)	(73.0, 0.001834717265521414)	(74.0, 0.0015662761662129604)	(75.0, 0.0015108131291657594)	(76.0, 0.0014043240980351332)	(77.0, 0.0010427050964873816)	(78.0, 0.0008541307705268977)	(79.0, 0.0008075418194072488)	(80.0, 0.0007365491319868314)	(81.0, 0.000676649051975854)	(82.0, 0.000572378542327116)	(83.0, 0.00044814133934138533)	(84.0, 0.00038380421636663193)	(85.0, 0.0003349967437650949)	(86.0, 0.00028175222819978185)	(87.0, 0.000239600320043909)	(88.0, 0.00018857432596048392)	(89.0, 0.00011758163854006644)	(90.0, 9.761494520307402e-05)	(91.0, 9.317790223929794e-05)	(92.0, 6.433712297475334e-05)	(93.0, 4.880747260153701e-05)	(94.0, 3.7714865192096784e-05)	(95.0, 2.218521481888046e-05)	(96.0, 1.552965037321632e-05)	(97.0, 1.552965037321632e-05)	(98.0, 1.552965037321632e-05)	(99.0, 1.552965037321632e-05)	(100.0, 1.3311128891328278e-05)
SRR5482576_1	(0.0, 0.0008983572015929549)	(1.0, 0.0006293575875566463)	(2.0, 0.00037812209897556575)	(3.0, 0.0005126219059937199)	(4.0, 0.0008273006997720433)	(5.0, 0.0018906104948778286)	(6.0, 0.0022255911463192695)	(7.0, 0.0017180447047413286)	(8.0, 0.0018347803863042553)	(9.0, 0.0019489783356592917)	(10.0, 0.0018779218338383801)	(11.0, 0.0018525445117594831)	(12.0, 0.0020631762850143284)	(13.0, 0.002748363981144548)	(14.0, 0.004002003691842061)	(15.0, 0.006849339229094308)	(16.0, 0.012970349314524272)	(17.0, 0.023009617928935935)	(18.0, 0.04595325482046674)	(19.0, 0.07103619996324856)	(20.0, 0.08239001386134709)	(21.0, 0.10762522293660229)	(22.0, 0.13718980315851734)	(23.0, 0.16277014381404553)	(24.0, 0.22401577291925562)	(25.0, 0.35123228850076643)	(26.0, 0.49279460425347776)	(27.0, 0.5687286273779535)	(28.0, 0.6432237563405556)	(29.0, 0.8001190500933366)	(30.0, 1.0578968123063568)	(31.0, 1.4058630394555691)	(32.0, 1.8114789291714122)	(33.0, 2.2624720084965304)	(34.0, 2.6690826892378663)	(35.0, 3.152147628206295)	(36.0, 3.774031594410706)	(37.0, 4.327488149361579)	(38.0, 4.803795107460397)	(39.0, 5.246474576072469)	(40.0, 5.507300154667165)	(41.0, 5.736279731785053)	(42.0, 6.017201611734027)	(43.0, 6.164971220467237)	(44.0, 6.013476220852845)	(45.0, 5.8653411786817)	(46.0, 5.661711008588421)	(47.0, 5.028577275506436)	(48.0, 4.219200578318717)	(49.0, 3.466950770862804)	(50.0, 2.9047644171167906)	(51.0, 2.27913983363795)	(52.0, 1.7488629246739413)	(53.0, 1.3971307029282207)	(54.0, 1.0327859521092881)	(55.0, 0.7744676529359874)	(56.0, 0.529393778155663)	(57.0, 0.32241887701238675)	(58.0, 0.26502298766654536)	(59.0, 0.22960893470544452)	(60.0, 0.14394017083150396)	(61.0, 0.13145199063647872)	(62.0, 0.13759837804398758)	(63.0, 0.07783732228039297)	(64.0, 0.028290638653554405)	(65.0, 0.011731935997074096)	(66.0, 0.00880085529696149)	(67.0, 0.006252972160240227)	(68.0, 0.004060371532623524)	(69.0, 0.002964071218815173)	(70.0, 0.002486977563731909)	(71.0, 0.0021748365021614755)	(72.0, 0.0018449313151358139)	(73.0, 0.0014059036431708952)	(74.0, 0.0011521304223819251)	(75.0, 0.0010506211340663369)	(76.0, 0.0009211967914639621)	(77.0, 0.0008171497709404843)	(78.0, 0.000675036767298661)	(79.0, 0.000606517997685639)	(80.0, 0.0005659142823594037)	(81.0, 0.0004593295296280362)	(82.0, 0.0003705089023518966)	(83.0, 0.00028168827507575703)	(84.0, 0.0002613864174126394)	(85.0, 0.00023347136312585267)	(86.0, 0.00022585816650218355)	(87.0, 0.000213169505462735)	(88.0, 0.00013957527143393364)	(89.0, 0.00010150928831558811)	(90.0, 9.643382389980872e-05)	(91.0, 8.374516286036019e-05)	(92.0, 6.344330519724257e-05)	(93.0, 4.060371532623525e-05)	(94.0, 3.2990518702566136e-05)	(95.0, 2.0301857663117624e-05)	(96.0, 1.0150928831558812e-05)	(97.0, 7.613196623669108e-06)	(98.0, 7.613196623669108e-06)	(99.0, 2.7915054286786732e-05)	(100.0, 4.060371532623525e-05)
SRR5482576_2	(0.0, 0.0011267516991999302)	(1.0, 0.0017307312136359287)	(2.0, 0.003179774502471875)	(3.0, 0.004715100579084392)	(4.0, 0.006351935817786993)	(5.0, 0.006666614220266253)	(6.0, 0.006174294784129347)	(7.0, 0.0073111973995382855)	(8.0, 0.008135959341520217)	(9.0, 0.008280609897498585)	(10.0, 0.008854136663307558)	(11.0, 0.009014013593599442)	(12.0, 0.009189116898204836)	(13.0, 0.010285415848777742)	(14.0, 0.011904486984114577)	(15.0, 0.013741802817945094)	(16.0, 0.01579736335026929)	(17.0, 0.018284337821476343)	(18.0, 0.019626796490117702)	(19.0, 0.022824335095955342)	(20.0, 0.034698369331442894)	(21.0, 0.04996027185168699)	(22.0, 0.07397733960220082)	(23.0, 0.11464952312264513)	(24.0, 0.18350065003929675)	(25.0, 0.2709203404312769)	(26.0, 0.3813572333271836)	(27.0, 0.5397318280201323)	(28.0, 0.6913789029955607)	(29.0, 0.9175692311518423)	(30.0, 1.270521663197168)	(31.0, 1.7093051672477644)	(32.0, 2.1638834969195777)	(33.0, 2.6628695472767503)	(34.0, 3.2847882683831187)	(35.0, 3.9844401680890216)	(36.0, 4.7429039385808665)	(37.0, 5.188250009960586)	(38.0, 5.470856592677484)	(39.0, 5.8222863872914585)	(40.0, 5.940366920092749)	(41.0, 5.940600391165556)	(42.0, 5.909652785373342)	(43.0, 5.831747041198255)	(44.0, 5.692263301570271)	(45.0, 5.408722834562144)	(46.0, 4.917606281996005)	(47.0, 4.272708424321494)	(48.0, 3.55953296649614)	(49.0, 2.8995280077735717)	(50.0, 2.3980702093195054)	(51.0, 1.901764000841511)	(52.0, 1.4009203328180897)	(53.0, 1.0506731199424646)	(54.0, 0.8317533855208854)	(55.0, 0.6976293296512577)	(56.0, 0.527035569571715)	(57.0, 0.31947724811706846)	(58.0, 0.21872179155550353)	(59.0, 0.16644457307911042)	(60.0, 0.11480686232388478)	(61.0, 0.08095609449589408)	(62.0, 0.05408408156159665)	(63.0, 0.03289911943339616)	(64.0, 0.02061397309144377)	(65.0, 0.012282608612900139)	(66.0, 0.00929062606029492)	(67.0, 0.0071614713854554115)	(68.0, 0.005445966546132996)	(69.0, 0.004359818511769099)	(70.0, 0.0036949335000790503)	(71.0, 0.003030048488389001)	(72.0, 0.002375314392907961)	(73.0, 0.0019642022864431214)	(74.0, 0.0016266843224935928)	(75.0, 0.0013399209395891063)	(76.0, 0.0011800440092972241)	(77.0, 0.001037931182371107)	(78.0, 0.0007866960061981493)	(79.0, 0.0006598095535855446)	(80.0, 0.00064204545021978)	(81.0, 0.0005481494752864525)	(82.0, 0.0005050080813981669)	(83.0, 0.0004466403131963687)	(84.0, 0.00036797071257655377)	(85.0, 0.0003019897572179993)	(86.0, 0.00022585788565043644)	(87.0, 0.00020555605323241972)	(88.0, 0.00017764103365764666)	(89.0, 0.00014211282692611733)	(90.0, 0.00013703736882161313)	(91.0, 0.00010912234924684008)	(92.0, 9.38959749333275e-05)	(93.0, 7.105641346305866e-05)	(94.0, 4.060366483603352e-05)	(95.0, 3.299047767927724e-05)	(96.0, 2.5377290522520952e-05)	(97.0, 1.7764103365764666e-05)	(98.0, 1.7764103365764666e-05)	(99.0, 1.522637431351257e-05)	(100.0, 1.7764103365764666e-05)
SRR5482577_1	(0.0, 0.0027630688609366614)	(1.0, 0.002001012502493276)	(2.0, 0.001143084537665078)	(3.0, 0.0012045406956040607)	(4.0, 0.001622442569589143)	(5.0, 0.003117056330665202)	(6.0, 0.0034784185393464204)	(7.0, 0.002502494751275375)	(8.0, 0.0025049529975929344)	(9.0, 0.0024729957954646633)	(10.0, 0.0022591283658370035)	(11.0, 0.002463162810194426)	(12.0, 0.00259099161870751)	(13.0, 0.0029277713642131354)	(14.0, 0.004415010386336516)	(15.0, 0.007549274441224634)	(16.0, 0.015425495642684655)	(17.0, 0.02662772411180242)	(18.0, 0.04669438880203904)	(19.0, 0.06899314114861953)	(20.0, 0.07076553674357978)	(21.0, 0.07723564105139588)	(22.0, 0.09941885582105109)	(23.0, 0.11686257169045192)	(24.0, 0.1548867257304593)	(25.0, 0.2398707591748021)	(26.0, 0.33622909833049186)	(27.0, 0.41057138346612043)	(28.0, 0.48025283358365656)	(29.0, 0.6133988288816213)	(30.0, 0.8735919103636863)	(31.0, 1.231185627440086)	(32.0, 1.5689609627043226)	(33.0, 1.9368399823733906)	(34.0, 2.3383084797255886)	(35.0, 2.8149845649171965)	(36.0, 3.467294974759464)	(37.0, 4.042475448141991)	(38.0, 4.462786403518281)	(39.0, 4.8633478079793)	(40.0, 5.137341484288143)	(41.0, 5.399705197268613)	(42.0, 5.7758537575499505)	(43.0, 6.0148887129767825)	(44.0, 5.960374642638587)	(45.0, 6.085610001286646)	(46.0, 6.114425564621076)	(47.0, 5.459182466921961)	(48.0, 4.53692711245587)	(49.0, 3.721416187837158)	(50.0, 3.141928866906267)	(51.0, 2.535779406415128)	(52.0, 2.1041728092096528)	(53.0, 1.7721940187622207)	(54.0, 1.3583261269842535)	(55.0, 1.1336891202393662)	(56.0, 0.8112434090114294)	(57.0, 0.5098157037986247)	(58.0, 0.4863074942638051)	(59.0, 0.4490675207990992)	(60.0, 0.2803162858376054)	(61.0, 0.26058885913919194)	(62.0, 0.281958394377735)	(63.0, 0.15816356807176585)	(64.0, 0.05393146596093365)	(65.0, 0.017301137582982407)	(66.0, 0.011659462284183797)	(67.0, 0.007288700331563347)	(68.0, 0.004321597026269263)	(69.0, 0.003070349650631575)	(70.0, 0.002374665942762291)	(71.0, 0.002030511458303988)	(72.0, 0.0015069049926638555)	(73.0, 0.0009587160638481299)	(74.0, 0.0007497651268555889)	(75.0, 0.0005948956088493524)	(76.0, 0.0004867327708767429)	(77.0, 0.0004424843371606754)	(78.0, 0.0003564457160460996)	(79.0, 0.00027532358756664243)	(80.0, 0.00024582463175593073)	(81.0, 0.00024336638543837145)	(82.0, 0.00021386742962765977)	(83.0, 0.000159786010641355)	(84.0, 0.00013766179378332121)	(85.0, 0.00011799582324284676)	(86.0, 7.128914320921992e-05)	(87.0, 4.9164926351186154e-05)	(88.0, 2.949895581071169e-05)	(89.0, 1.4749477905355845e-05)	(90.0, 1.4749477905355845e-05)	(91.0, 1.2291231587796538e-05)	(92.0, 4.916492635118615e-06)	(93.0, 2.4582463175593075e-06)	(94.0, 4.916492635118615e-06)	(95.0, 4.916492635118615e-06)	(96.0, 2.4582463175593075e-06)	(97.0, 2.4582463175593075e-06)	(98.0, 7.3747389526779225e-06)	(99.0, 7.3747389526779225e-06)	(100.0, 2.4582463175593075e-06)
SRR5482577_2	(0.0, 0.0013422120579021433)	(1.0, 0.0022714357902959346)	(2.0, 0.004405208805422419)	(3.0, 0.00690034660536871)	(4.0, 0.008864499415375694)	(5.0, 0.009169324131822334)	(6.0, 0.008097521096574469)	(7.0, 0.008771085389367852)	(8.0, 0.010103464391900747)	(9.0, 0.01015262966874698)	(10.0, 0.010010050365892906)	(11.0, 0.010037091268158336)	(12.0, 0.010541035355832217)	(13.0, 0.01135226242379505)	(14.0, 0.013820359321475916)	(15.0, 0.0163351632321607)	(16.0, 0.018808176657526186)	(17.0, 0.021182859529199207)	(18.0, 0.021325438832053283)	(19.0, 0.023756661772099473)	(20.0, 0.0375598132466792)	(21.0, 0.05701205503089103)	(22.0, 0.07915363745859177)	(23.0, 0.118448984977943)	(24.0, 0.19363744285888612)	(25.0, 0.28241026673244324)	(26.0, 0.36438353281816643)	(27.0, 0.48493679164512815)	(28.0, 0.6134449922658103)	(29.0, 0.8265223855896966)	(30.0, 1.1558953247656611)	(31.0, 1.5322137285382504)	(32.0, 1.945256135851133)	(33.0, 2.4440722851499523)	(34.0, 3.021171846507186)	(35.0, 3.6798808509014798)	(36.0, 4.356785924256564)	(37.0, 4.750245801801593)	(38.0, 5.071066441070156)	(39.0, 5.3780716375449265)	(40.0, 5.466092232682736)	(41.0, 5.554373403787831)	(42.0, 5.661947029527387)	(43.0, 5.692166466940924)	(44.0, 5.633888406031242)	(45.0, 5.531278014989313)	(46.0, 5.154197549425607)	(47.0, 4.473477250587255)	(48.0, 3.798691200664243)	(49.0, 3.194956350575563)	(50.0, 2.6730276046313297)	(51.0, 2.1532596726044884)	(52.0, 1.6374544618914533)	(53.0, 1.3289276000982913)	(54.0, 1.2499632489555574)	(55.0, 1.254670824213584)	(56.0, 0.9885858876579324)	(57.0, 0.5698378499670446)	(58.0, 0.4053726241248704)	(59.0, 0.31595081859694296)	(60.0, 0.21530458036502073)	(61.0, 0.15308592251611366)	(62.0, 0.09925731916101618)	(63.0, 0.055583803738507985)	(64.0, 0.033270142841845436)	(65.0, 0.018196068960790592)	(66.0, 0.013161544611736402)	(67.0, 0.01021162800096246)	(68.0, 0.007900859989189539)	(69.0, 0.006502107862914229)	(70.0, 0.005649090309632098)	(71.0, 0.004478956720691768)	(72.0, 0.0034882763922401854)	(73.0, 0.002777838141812128)	(74.0, 0.002308309747930609)	(75.0, 0.0018928631585799457)	(76.0, 0.0015585392760255655)	(77.0, 0.0013151711556367153)	(78.0, 0.001022637758401633)	(79.0, 0.0008431844979128848)	(80.0, 0.0007055217227434342)	(81.0, 0.0006514399182125786)	(82.0, 0.0005875250583124766)	(83.0, 0.0005039440876738816)	(84.0, 0.00041544658935066336)	(85.0, 0.0003220325633428219)	(86.0, 0.00028761686955045923)	(87.0, 0.00024336812038885014)	(88.0, 0.00020403589891186425)	(89.0, 0.00014257930285407384)	(90.0, 0.00010078881753477632)	(91.0, 0.00010570534521939954)	(92.0, 0.00010816360906171118)	(93.0, 9.095576216552985e-05)	(94.0, 5.408180453085559e-05)	(95.0, 3.195742995005103e-05)	(96.0, 1.7207846896181323e-05)	(97.0, 1.7207846896181323e-05)	(98.0, 2.7040902265427795e-05)	(99.0, 2.4582638423116174e-05)	(100.0, 1.4749583053869705e-05)
SRR5482578_1	(0.0, 0.0005402360530898895)	(1.0, 0.00041809572804347967)	(2.0, 0.0003593744179250135)	(3.0, 0.00045802621892403677)	(4.0, 0.0007516327695163681)	(5.0, 0.0017804301227918966)	(6.0, 0.0022055724080495926)	(7.0, 0.0017898255324108512)	(8.0, 0.001778081270387158)	(9.0, 0.001752243893935033)	(10.0, 0.0017827789751966353)	(11.0, 0.0021280602786932167)	(12.0, 0.002250200603739627)	(13.0, 0.0026706451841878452)	(14.0, 0.00427960908143382)	(15.0, 0.006950254265621665)	(16.0, 0.0124888482359954)	(17.0, 0.02225537653489871)	(18.0, 0.0467280697398707)	(19.0, 0.07288958782384979)	(20.0, 0.07920095423538254)	(21.0, 0.08924934482285449)	(22.0, 0.11115944005425661)	(23.0, 0.1413492400123625)	(24.0, 0.18601031963606315)	(25.0, 0.2605910811913248)	(26.0, 0.3586768087608061)	(27.0, 0.4478674322735421)	(28.0, 0.5425120910700812)	(29.0, 0.6897146712750524)	(30.0, 0.9453614181544023)	(31.0, 1.2793024622409057)	(32.0, 1.6254739807988834)	(33.0, 2.051198781452954)	(34.0, 2.5247744032963606)	(35.0, 3.05966681716547)	(36.0, 3.73056952953097)	(37.0, 4.348684132952375)	(38.0, 4.860191372279905)	(39.0, 5.348799649513639)	(40.0, 5.687499468572144)	(41.0, 5.991974159241201)	(42.0, 6.3753796861190954)	(43.0, 6.587739432031517)	(44.0, 6.506828513245484)	(45.0, 6.398461858700462)	(46.0, 6.057074952490937)	(47.0, 5.157974182447862)	(48.0, 4.105399396279164)	(49.0, 3.22431197532803)	(50.0, 2.5625392522597488)	(51.0, 1.9696348816984046)	(52.0, 1.5142135400912229)	(53.0, 1.171640463417305)	(54.0, 0.886820969671101)	(55.0, 0.7522434711416001)	(56.0, 0.5500237210604355)	(57.0, 0.34729896771225205)	(58.0, 0.30958344464936355)	(59.0, 0.2766736736065703)	(60.0, 0.1758444864283543)	(61.0, 0.16645377451420917)	(62.0, 0.17812757096576026)	(63.0, 0.09821961215655138)	(64.0, 0.03417580248894736)	(65.0, 0.013914601645671761)	(66.0, 0.0101611355028994)	(67.0, 0.007098231967120201)	(68.0, 0.004460470716598696)	(69.0, 0.002924321243899619)	(70.0, 0.0019965245440278522)	(71.0, 0.001590173078008066)	(72.0, 0.001228449807678314)	(73.0, 0.0008549822753248686)	(74.0, 0.0005989573632083558)	(75.0, 0.00044158425209086616)	(76.0, 0.00033588589387762693)	(77.0, 0.0002654203217354674)	(78.0, 0.00022783868325964906)	(79.0, 0.00019965245440278526)	(80.0, 0.0001691173731411828)	(81.0, 0.0001738150779506601)	(82.0, 0.00016207081592696686)	(83.0, 0.0001268380298558871)	(84.0, 0.0001033495058085006)	(85.0, 7.516327695163681e-05)	(86.0, 4.462819569003435e-05)	(87.0, 3.053508126160245e-05)	(88.0, 2.3488524047386502e-05)	(89.0, 1.40931144284319e-05)	(90.0, 4.6977048094773004e-06)	(91.0, 2.3488524047386502e-06)	(92.0, 7.04655721421595e-06)	(93.0, 7.04655721421595e-06)	(94.0, 4.6977048094773004e-06)	(95.0, 2.3488524047386502e-06)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 2.3488524047386502e-06)
SRR5482578_2	(0.0, 0.0009536321723738538)	(1.0, 0.0016089606849164775)	(2.0, 0.003138060547515933)	(3.0, 0.0047893004913061275)	(4.0, 0.0062972607244687236)	(5.0, 0.006658983272610531)	(6.0, 0.006128143688973854)	(7.0, 0.0068093095263837495)	(8.0, 0.007718313592168679)	(9.0, 0.008054198815443213)	(10.0, 0.008366595561565684)	(11.0, 0.00853806144477576)	(12.0, 0.008878644363480707)	(13.0, 0.009771206495259192)	(14.0, 0.011471772241068724)	(15.0, 0.013209919550321561)	(16.0, 0.015502394920363139)	(17.0, 0.01784184724470885)	(18.0, 0.019051503818040216)	(19.0, 0.025907790298728094)	(20.0, 0.041490046041408254)	(21.0, 0.053938938932002904)	(22.0, 0.06917121636511729)	(23.0, 0.10415025653997302)	(24.0, 0.1774483983407082)	(25.0, 0.2589510652106598)	(26.0, 0.3317395070571952)	(27.0, 0.4495083826499357)	(28.0, 0.5922384629121761)	(29.0, 0.8088022222542188)	(30.0, 1.1373425987233026)	(31.0, 1.5410789859470084)	(32.0, 1.9911393478100177)	(33.0, 2.5793495368906143)	(34.0, 3.2360732649760706)	(35.0, 3.90818194559613)	(36.0, 4.573063221796499)	(37.0, 5.045014844365233)	(38.0, 5.504282689271852)	(39.0, 5.937403161412791)	(40.0, 6.1937869360707305)	(41.0, 6.354779307318702)	(42.0, 6.382681269327641)	(43.0, 6.255737794559304)	(44.0, 6.020023879795181)	(45.0, 5.700627567481396)	(46.0, 5.097680707835594)	(47.0, 4.223869427367604)	(48.0, 3.4017656805021703)	(49.0, 2.6841527730954153)	(50.0, 2.0965227494004743)	(51.0, 1.61336477438249)	(52.0, 1.1906590930107759)	(53.0, 0.9242739247814873)	(54.0, 0.8021972624790579)	(55.0, 0.7285514912164722)	(56.0, 0.5699314561608596)	(57.0, 0.3592398161068333)	(58.0, 0.25593279589661944)	(59.0, 0.20156166898501854)	(60.0, 0.13920680868943058)	(61.0, 0.09642724525237394)	(62.0, 0.06243472111790494)	(63.0, 0.03632023222023867)	(64.0, 0.021543631243874352)	(65.0, 0.011986169890698955)	(66.0, 0.009111180287286155)	(67.0, 0.006943193846150522)	(68.0, 0.005266116577493055)	(69.0, 0.0043759032934297774)	(70.0, 0.003572597374829142)	(71.0, 0.0027951287810957784)	(72.0, 0.002139800268553155)	(73.0, 0.0016582864869358145)	(74.0, 0.001357633979389378)	(75.0, 0.0011579819235968225)	(76.0, 0.0009841671926715389)	(77.0, 0.0007163985531379937)	(78.0, 0.0005801653856560145)	(79.0, 0.0005190953450606446)	(80.0, 0.0004086995024459374)	(81.0, 0.000354676004996187)	(82.0, 0.00031944328926808896)	(83.0, 0.0003006525075464367)	(84.0, 0.00023958246695106672)	(85.0, 0.00016676818777966408)	(86.0, 0.0001479774060580118)	(87.0, 0.0001033492994690876)	(88.0, 7.986082231702224e-05)	(89.0, 7.986082231702224e-05)	(90.0, 6.341888831057647e-05)	(91.0, 4.2279258873717655e-05)	(92.0, 3.7581563443304585e-05)	(93.0, 3.7581563443304585e-05)	(94.0, 2.8186172582478437e-05)	(95.0, 1.8790781721652292e-05)	(96.0, 1.8790781721652292e-05)	(97.0, 9.395390860826146e-06)	(98.0, 1.1744238576032683e-05)	(99.0, 1.6441934006445754e-05)	(100.0, 1.4093086291239218e-05)
